bus_id;station_id;voltage;dc;symbol;country;under_construction;geometry
1;2;380;f;Substation;IQ;f;POINT(43.7146 36.129002)
2;3;380;f;Substation;IQ;f;POINT(43.967285 35.46067)
3;4;380;f;Substation;IQ;f;POINT(44.813232 31.456782)
4;5;380;f;Substation;IQ;f;POINT(43.967285 32.184911)
5;6;380;f;Substation;IQ;f;POINT(44.01123 32.704111)
6;7;380;f;Substation;IQ;f;POINT(44.439697 33.449777)
7;8;380;f;Substation;IQ;f;POINT(44.219971 33.806538)
8;9;380;f;Substation;IQ;f;POINT(44.494629 33.715202)
9;10;380;f;Substation;IQ;f;POINT(44.088135 33.669497)
10;11;380;f;Substation;IQ;f;POINT(45.20874 32.42634)
11;16;300;f;Substation;RU;f;POINT(48.153076 42.032974)
12;17;300;f;Substation;AZ;f;POINT(48.88916 41.211722)
13;18;380;f;Substation;IR;f;POINT(44.472656 38.030786)
14;19;380;f;Substation;TR;f;POINT(43.758545 39.078908)
15;20;380;f;Substation;TR;f;POINT(43.725586 37.848833)
16;21;132;f;Substation;TR;f;POINT(44.088135 39.707187)
17;22;132;f;Substation;RU;f;POINT(48.482666 41.828642)
18;23;132;f;Substation;IR;f;POINT(44.813232 39.172659)
19;24;132;f;Substation;IR;f;POINT(44.527588 38.728376)
20;25;132;f;Substation;TR;f;POINT(44.099121 38.942321)
21;26;132;f;Substation;AZ;f;POINT(48.702393 41.599013)
22;27;380;f;Substation;AM;f;POINT(44.055176 40.838749)
23;28;132;f;Substation;TN;f;POINT(10.140381 36.73008)
24;29;132;f;Substation;IL;f;POINT(35.046387 32.500496)
25;29;380;f;Substation;IL;f;POINT(35.046387 32.500496)
26;30;380;f;Substation;IT;f;POINT(8.492432 40.522151)
6723;7564;380;f;joint;#WERT!;;POINT(-0.977046660853815 37.9617462863245)
6724;7565;380;f;joint;#WERT!;;POINT(-0.76904300000001 39.436193)
6725;7566;380;f;joint;#WERT!;;POINT(-0.296630999999993 40.195659)
27;31;220;f;Substation;LY;f;POINT(15.249023 30.836215)
28;32;380;f;Substation;IQ;f;POINT(43.26416 35.995785)
29;33;380;f;Substation;IQ;f;POINT(42.758789 36.332828)
30;34;380;f;Substation;IQ;f;POINT(43.406982 35.083956)
31;35;380;f;Substation;IQ;f;POINT(42.1875 34.397845)
32;36;380;f;Substation;IQ;f;POINT(42.868652 34.615127)
33;42;132;f;Substation, under construction;IL;t;POINT(35.36499 32.481963)
34;43;132;f;Substation, under construction;IL;t;POINT(35.079346 32.333559)
35;46;132;f;Substation;IL;f;POINT(34.760742 31.147006)
36;46;380;f;Substation;IL;f;POINT(34.760742 31.147006)
37;47;132;f;Substation;IL;f;POINT(35.310059 30.892797)
38;48;132;f;Substation;IL;f;POINT(34.936523 29.52567)
39;49;132;f;Substation;IL;f;POINT(34.562988 31.681433)
40;49;380;f;Substation;IL;f;POINT(34.562988 31.681433)
41;51;380;f;Substation;IL;f;POINT(34.727783 31.961484)
42;53;380;f;Substation;IL;f;POINT(34.94751 32.639375)
43;55;380;f;Substation;IL;f;POINT(34.881592 32.194209)
44;57;380;f;Substation;IL;f;POINT(35.134277 32.898038)
45;64;380;f;Substation;IL;f;POINT(35.441895 32.98102)
46;65;380;f;Substation;SA;f;POINT(38.913574 23.513626)
47;66;380;f;Substation;SA;f;POINT(37.540283 24.786735)
48;67;380;f;Substation;SA;f;POINT(38.891602 24.437148)
49;68;380;f;Substation;SA;f;POINT(39.572754 24.407138)
50;72;380;f;Substation;SA;f;POINT(40.155029 22.136532)
51;73;380;f;Substation;SA;f;POINT(39.715576 21.983801)
52;77;380;f;Substation;SA;f;POINT(39.287109 22.968509)
53;79;;t;Substation;SA;f;POINT(40.495605 27.955591)
6726;7567;380;f;joint;#WERT!;;POINT(21.7180373235039 42.03323513796)
6727;7568;380;f;joint;#WERT!;;POINT(22.0618967750988 42.0336041748748)
54;80;;t;Substation;SA;f;POINT(39.638672 24.77676)
55;83;380;f;Substation;SA;f;POINT(39.506836 24.716895)
56;84;380;f;Substation;SA;f;POINT(39.385986 23.875792)
57;86;380;f;Substation;SA;f;POINT(39.880371 22.755921)
58;87;380;f;Substation;SA;f;POINT(40.023193 22.08564)
59;88;380;f;Substation;SA;f;POINT(39.726562 21.667639)
60;89;380;f;Substation;SA;f;POINT(39.748535 22.156883)
61;90;380;f;Substation;SA;f;POINT(39.715576 22.278931)
62;91;380;f;Substation;SA;f;POINT(39.649658 22.23826)
63;92;380;f;Substation;SA;f;POINT(39.715576 22.03473)
64;93;380;f;Substation;SA;f;POINT(40.187988 21.851302)
65;94;380;f;Substation;SA;f;POINT(40.297852 22.09582)
66;95;380;f;Substation;SA;f;POINT(40.407715 21.943046)
67;96;380;f;Substation;SA;f;POINT(40.462646 21.71868)
68;106;132;f;Substation;CY;f;POINT(33.09082 35.110922)
69;107;132;f;Substation;CY;f;POINT(33.486328 35.110922)
70;108;220;f;Substation;CY;f;POINT(33.321533 35.038992)
71;109;132;f;Substation;CY;f;POINT(33.387451 34.921971)
72;110;132;f;Substation;CY;f;POINT(33.497314 34.903953)
73;111;132;f;Substation;CY;f;POINT(33.618164 34.939985)
74;112;132;f;Substation;CY;f;POINT(34.046631 35.029996)
75;113;132;f;Substation;CY;f;POINT(33.024902 34.660322)
76;114;132;f;Substation;CY;f;POINT(32.607422 34.723555)
77;115;132;f;Fossil oil;CY;f;POINT(33.21167 34.732584)
78;116;132;f;Fossil oil;CY;f;POINT(33.376465 34.759666)
79;116;220;f;Fossil oil;CY;f;POINT(33.376465 34.759666)
80;117;132;f;Fossil oil;CY;f;POINT(33.804932 34.966999)
81;118;220;f;Substation;BG;f;POINT(25.806885 41.967659)
6728;7569;380;f;joint;#WERT!;;POINT(12.0410159295506 42.0329739476731)
82;119;220;f;Hydro pure pump storage;BG;f;POINT(24.356689 41.99216)
83;120;220;f;Hydro run of river & pondage;BG;f;POINT(24.455566 41.746726)
84;121;220;f;Hydro run of river & pondage;BG;f;POINT(24.32373 41.640078)
85;125;220;f;Substation;AL;f;POINT(19.511719 41.319076)
86;126;220;f;Substation;AL;f;POINT(19.588623 40.780541)
87;127;220;f;Substation;AL;f;POINT(19.610596 40.488737)
88;128;220;f;Substation;AL;f;POINT(20.181885 41.054502)
89;128;380;f;Substation;AL;f;POINT(20.181885 41.054502)
90;129;220;f;Substation;AL;f;POINT(19.962158 41.162114)
91;130;220;f;Substation;AL;f;POINT(19.852295 41.385052)
92;131;220;f;Substation;AL;f;POINT(20.203857 41.623655)
93;132;220;f;Substation;AL;f;POINT(19.731445 41.360319)
94;132;380;f;Substation;AL;f;POINT(19.731445 41.360319)
95;133;380;f;Substation;AL;f;POINT(20.895996 40.622292)
96;135;220;f;Substation;LY;f;POINT(12.98584 31.868228)
97;136;220;f;Substation;LY;f;POINT(15.358887 29.954935)
98;137;;t;Converter Station;FR;f;POINT(9.12963899999999 41.426253)
99;146;380;f;Fossil gas, under construction;GR;t;POINT(22.280273 37.422526)
100;148;380;f;Substation;GR;f;POINT(24.016113 38.43638)
101;158;380;f;Substation;GR;f;POINT(21.137695 39.27479)
102;159;;t;Converter Station;GR;f;POINT(21.09375 39.3173)
103;160;380;f;Substation;GR;f;POINT(21.588135 38.659778)
104;161;380;f;Substation;GR;f;POINT(22.939453 40.663973)
105;162;380;f;Substation;GR;f;POINT(23.192139 38.462192)
106;163;380;f;Substation;GR;f;POINT(22.70874 38.401949)
107;164;380;f;Substation;GR;f;POINT(21.994629 39.487085)
108;165;380;f;Substation;GR;f;POINT(22.434082 39.529467)
109;166;380;f;Substation;GR;f;POINT(23.796387 37.857507)
110;167;380;f;Substation;GR;f;POINT(23.631592 37.996163)
111;168;380;f;Substation;GR;f;POINT(23.741455 38.22092)
112;169;380;f;Substation;GR;f;POINT(23.950195 37.926868)
113;170;380;f;Substation;GR;f;POINT(23.928223 38.134557)
114;171;380;f;Substation;GR;f;POINT(24.290771 40.979898)
115;174;380;f;Brown coal/Lignite;GR;f;POINT(21.478271 40.838749)
116;176;380;f;Substation;GR;f;POINT(25.510254 41.203456)
117;177;380;f;Substation;GR;f;POINT(23.192139 40.722283)
118;178;380;f;Fossil gas;GR;f;POINT(23.203125 38.289937)
119;179;380;f;Substation, under construction;GR;t;POINT(21.796875 38.177751)
120;180;380;f;Substation, under construction;GR;t;POINT(22.906494 37.883525)
121;182;380;f;Fossil gas;GR;f;POINT(22.609863 40.647304)
122;183;380;f;Substation;GR;f;POINT(22.049561 40.497092)
123;184;380;f;Substation;GR;f;POINT(21.697998 40.313043)
124;185;380;f;Substation;GR;f;POINT(21.730957 40.647304)
125;186;132;f;Substation;GR;f;POINT(23.983154 37.753344)
126;186;380;f;Substation;GR;f;POINT(23.983154 37.753344)
127;190;132;f;Substation;GR;f;POINT(20.401611 39.444678)
128;191;220;f;Substation;IT;f;POINT(11.942139 42.024814)
129;192;220;f;Fossil gas;IT;f;POINT(14.348145 40.813809)
130;199;380;f;Brown coal/Lignite;IT;f;POINT(18.061523 40.513799)
131;204;380;f;Substation;IT;f;POINT(8.21777299999999 40.86368)
132;205;220;f;Substation;IT;f;POINT(8.448486 39.223743)
133;206;220;f;Substation;IT;f;POINT(8.63525400000001 40.647304)
134;206;380;f;Substation;IT;f;POINT(8.63525400000001 40.647304)
135;207;380;f;Substation;IT;f;POINT(16.787109 41.054502)
136;208;;t;Converter Station;IT;f;POINT(8.67919900000001 40.680638)
137;209;220;f;Substation;IT;f;POINT(9.21752900000001 40.111689)
138;210;220;f;Substation;IT;f;POINT(9.04174799999999 40.254377)
139;211;380;f;Substation;IT;f;POINT(8.964844 39.232253)
140;212;220;f;Substation;IT;f;POINT(8.964844 39.419221)
141;213;220;f;Substation;IT;f;POINT(9.18456999999999 39.376772)
142;213;380;f;Substation;IT;f;POINT(9.18456999999999 39.376772)
143;214;220;f;Substation;IT;f;POINT(9.16259800000001 40.245992)
144;215;;t;Converter Station;IT;f;POINT(9.195557 41.211722)
145;216;380;f;Substation;IT;f;POINT(14.150391 40.996484)
146;217;220;f;Substation, under construction;IT;t;POINT(13.436279 37.892196)
147;218;220;f;Substation;IT;f;POINT(12.502441 37.909534)
148;219;220;f;Substation;IT;f;POINT(12.788086 37.71859)
149;220;220;f;Substation;IT;f;POINT(13.051758 38.022131)
150;221;220;f;Substation;IT;f;POINT(13.304443 38.160476)
151;222;220;f;Substation;IT;f;POINT(13.710938 37.952861)
152;223;220;f;Substation;IT;f;POINT(13.699951 37.343959)
153;224;220;f;Substation;IT;f;POINT(13.590088 37.935533)
154;225;220;f;Substation;IT;f;POINT(14.161377 40.84706)
155;225;380;f;Substation;IT;f;POINT(14.161377 40.84706)
156;226;220;f;Substation;IT;f;POINT(14.304199 40.888601)
157;227;380;f;Substation;IT;f;POINT(12.86499 41.418015)
158;228;220;f;Substation;IT;f;POINT(12.524414 41.705729)
159;228;380;f;Substation;IT;f;POINT(12.524414 41.705729)
160;229;380;f;Substation;IT;f;POINT(12.282715 41.853196)
6729;7570;380;f;joint;#WERT!;;POINT(12.7794916840187 42.0349341901951)
6730;7571;220;f;joint;#WERT!;;POINT(12.2316137742216 42.0367245714726)
161;230;220;f;Substation;IT;f;POINT(12.513428 41.877741)
162;230;380;f;Substation;IT;f;POINT(12.513428 41.877741)
163;231;380;f;Substation;IT;f;POINT(12.875977 41.672912)
164;232;380;f;Substation;IT;f;POINT(12.788086 41.746726)
165;233;380;f;Substation;IT;f;POINT(13.612061 41.47566)
166;234;220;f;Substation;IT;f;POINT(14.18335 41.302571)
167;234;380;f;Substation;IT;f;POINT(14.18335 41.302571)
168;235;380;f;Substation;IT;f;POINT(13.85376 41.19519)
169;236;220;f;Substation;IT;f;POINT(14.282227 41.50035)
170;237;380;f;Substation;IT;f;POINT(16.578369 39.571822)
171;238;220;f;Substation;IT;f;POINT(15.292969 37.063944)
172;239;220;f;Substation;IT;f;POINT(15.018311 37.474858)
173;240;220;f;Substation;IT;f;POINT(14.611816 37.055177)
174;240;380;f;Substation;IT;f;POINT(14.611816 37.055177)
175;241;220;f;Substation;IT;f;POINT(14.578857 36.826875)
176;242;220;f;Substation;IT;f;POINT(15.073242 37.081476)
177;243;220;f;Substation;IT;f;POINT(15.194092 37.09024)
178;244;380;f;Substation;IT;f;POINT(14.919434 37.544577)
179;245;220;f;Substation;IT;f;POINT(15.150146 38.108628)
180;246;220;f;Substation;IT;f;POINT(15.238037 38.08269)
181;246;380;f;Substation;IT;f;POINT(15.238037 38.08269)
182;247;220;f;Substation;IT;f;POINT(15.227051 38.160476)
183;247;380;f;Substation;IT;f;POINT(15.227051 38.160476)
184;248;380;f;Substation;IT;f;POINT(16.270752 38.83115)
185;249;380;f;Substation;IT;f;POINT(16.105957 38.350273)
186;250;220;f;Substation;IT;f;POINT(14.644775 40.688969)
187;251;220;f;Substation;IT;f;POINT(14.47998 40.763901)
188;252;220;f;Substation;IT;f;POINT(14.908447 40.555548)
189;253;220;f;Substation;IT;f;POINT(14.919434 40.663973)
190;253;380;f;Substation;IT;f;POINT(14.919434 40.663973)
191;254;220;f;Substation;IT;f;POINT(14.523926 40.971604)
192;254;380;f;Substation;IT;f;POINT(14.523926 40.971604)
193;255;380;f;Substation;IT;f;POINT(14.963379 41.14557)
194;256;380;f;Substation;IT;f;POINT(14.908447 41.877741)
195;257;380;f;Substation;IT;f;POINT(15.633545 41.360319)
196;258;380;f;Substation;IT;f;POINT(16.171875 41.120746)
197;259;380;f;Substation;IT;f;POINT(15.952148 40.078071)
198;260;220;f;Substation;IT;f;POINT(15.996094 39.993956)
199;261;220;f;Substation;IT;f;POINT(16.534424 40.287907)
200;262;380;f;Substation;IT;f;POINT(16.655273 40.597271)
201;263;380;f;Substation;IT;f;POINT(17.995605 40.57224)
202;264;380;f;Substation;IT;f;POINT(17.08374 39.036253)
203;265;220;f;Substation;IT;f;POINT(17.20459 40.505446)
204;265;380;f;Substation;IT;f;POINT(17.20459 40.505446)
205;266;220;f;Substation;IT;f;POINT(17.731934 40.613952)
206;266;380;f;Substation;IT;f;POINT(17.731934 40.613952)
207;267;380;f;Substation;IT;f;POINT(17.86377 40.522151)
208;268;220;f;Substation;IT;f;POINT(17.852783 40.655639)
209;268;380;f;Substation;IT;f;POINT(17.852783 40.655639)
210;269;;t;Converter Station;IT;f;POINT(18.171387 39.97712)
211;270;380;f;Substation;IT;f;POINT(18.094482 39.993956)
212;273;220;f;Substation;IT;f;POINT(12.436523 41.828642)
213;274;220;f;Substation;IT;f;POINT(12.634277 41.746726)
214;276;380;f;Substation;IT;f;POINT(8.99780299999999 39.036253)
215;278;380;f;Substation;IT;f;POINT(16.018066 39.783213)
216;279;380;f;Fossil gas;IT;f;POINT(15.556641 41.162114)
217;280;380;f;Substation;IT;f;POINT(16.633301 41.112469)
218;281;380;f;Substation;IT;f;POINT(16.633301 38.899583)
219;292;380;f;Substation;IT;f;POINT(15.018311 41.983994)
220;294;220;f;Substation;LY;f;POINT(15.216064 29.745302)
221;299;220;f;Substation;MK;f;POINT(21.522217 42.016652)
222;300;220;f;Substation;MK;f;POINT(20.841064 41.697526)
223;301;380;f;Substation;MK;f;POINT(22.137451 41.566142)
224;302;380;f;Substation;MK;f;POINT(21.478271 41.046217)
225;303;380;f;Substation;MK;f;POINT(22.214355 41.853196)
226;304;220;f;Substation;SY;f;POINT(37.727051 36.253133)
227;311;220;f;Other or not listed;ES;f;POINT(3.10913100000001 39.850721)
228;315;380;f;Substation;ES;f;POINT(1.58203099999999 41.483891)
229;316;220;f;Substation;ES;f;POINT(-0.802002000000004 37.605528)
230;316;380;f;Substation;ES;f;POINT(-0.802002000000004 37.605528)
231;317;380;f;Substation;ES;f;POINT(-1.07666000000001 37.744657)
232;318;220;f;Substation;ES;f;POINT(-0.703124999999998 38.771216)
233;318;380;f;Substation;ES;f;POINT(-0.703124999999998 38.771216)
234;319;220;f;Substation;ES;f;POINT(-0.538330000000004 38.5997)
235;321;220;f;Substation;ES;f;POINT(-0.823974999999992 37.770715)
236;322;380;f;Substation;ES;f;POINT(-1.142578 38.281313)
237;323;220;f;Substation;ES;f;POINT(-0.538330000000004 38.462192)
238;324;220;f;Substation;ES;f;POINT(-0.670166000000004 38.177751)
239;325;220;f;Substation;ES;f;POINT(-0.703124999999998 38.573938)
240;326;220;f;Substation;ES;f;POINT(0.142822000000005 40.212441)
241;327;380;f;Substation;ES;f;POINT(0.0329589999999936 40.036027)
242;328;380;f;Substation;ES;f;POINT(-0.878905999999996 39.138582)
6731;7572;220;f;joint;#WERT!;;POINT(12.1406619422848 42.0339873028695)
6732;7573;380;f;joint;#WERT!;;POINT(23.2796336119606 38.2115570167441)
243;329;380;f;Substation;ES;f;POINT(-1.362305 39.206719)
244;330;380;f;Substation;ES;f;POINT(-0.802002000000004 39.198205)
245;331;220;f;Substation;ES;f;POINT(-0.483397999999997 39.444678)
246;331;380;f;Substation;ES;f;POINT(-0.483397999999997 39.444678)
247;332;220;f;Substation;ES;f;POINT(-0.538330000000004 39.257778)
248;332;380;f;Substation;ES;f;POINT(-0.538330000000004 39.257778)
249;333;220;f;Substation;ES;f;POINT(-0.38452099999999 39.223743)
250;334;220;f;Substation;ES;f;POINT(-0.747069999999996 39.67337)
251;334;380;f;Substation;ES;f;POINT(-0.747069999999996 39.67337)
252;335;220;f;Substation;ES;f;POINT(-0.714111000000002 40.871988)
253;336;220;f;Substation;ES;f;POINT(-0.230713000000006 40.128491)
254;336;380;f;Substation;ES;f;POINT(-0.230713000000006 40.128491)
255;337;380;f;Substation;ES;f;POINT(-0.362549000000006 41.062786)
256;338;220;f;Substation;ES;f;POINT(-0.461426000000012 41.310824)
257;338;380;f;Substation;ES;f;POINT(-0.461426000000012 41.310824)
258;339;380;f;Substation;ES;f;POINT(-0.296630999999993 41.170384)
259;340;220;f;Substation;ES;f;POINT(0.549316000000009 41.137296)
260;340;380;f;Substation;ES;f;POINT(0.549316000000009 41.137296)
261;341;220;f;Substation;ES;f;POINT(0.505371000000011 40.763901)
262;341;380;f;Substation;ES;f;POINT(0.505371000000011 40.763901)
263;342;220;f;Substation;ES;f;POINT(0.417480000000009 41.228249)
264;343;220;f;Substation;ES;f;POINT(0.241699000000011 41.352072)
265;343;380;f;Substation;ES;f;POINT(0.241699000000011 41.352072)
266;344;220;f;Substation;ES;f;POINT(-0.747069999999996 41.71393)
267;344;380;f;Substation;ES;f;POINT(-0.747069999999996 41.71393)
268;345;220;f;Substation;ES;f;POINT(-1.30737299999999 41.771312)
269;346;220;f;Substation;ES;f;POINT(-1.010742 41.5497)
6733;7574;220;f;joint;#WERT!;;POINT(24.3514883301598 42.033376852244)
270;347;220;f;Substation;ES;f;POINT(-1.03271500000001 41.763117)
271;348;220;f;Substation;ES;f;POINT(0.208739999999992 41.910453)
272;349;220;f;Substation;ES;f;POINT(0.593262000000012 41.590797)
273;350;220;f;Substation;ES;f;POINT(2.559814 39.639538)
274;351;220;f;Substation;ES;f;POINT(2.867432 39.67337)
275;352;220;f;Substation;ES;f;POINT(2.702637 39.749434)
276;353;132;f;Substation;ES;f;POINT(3.19702100000001 39.588757)
277;353;220;f;Substation;ES;f;POINT(3.19702100000001 39.588757)
278;354;220;f;Substation;ES;f;POINT(3.02124000000001 39.75788)
279;355;380;f;Substation;ES;f;POINT(1.56005900000001 41.943149)
280;356;220;f;Substation;ES;f;POINT(1.87866200000001 41.812267)
281;356;380;f;Substation;ES;f;POINT(1.87866200000001 41.812267)
282;357;220;f;Substation;ES;f;POINT(2.340088 42.024814)
283;357;380;f;Substation;ES;f;POINT(2.340088 42.024814)
284;358;220;f;Substation;ES;f;POINT(2.208252 41.8941)
285;359;220;f;Substation;ES;f;POINT(2.438965 41.853196)
286;360;380;f;Substation;ES;f;POINT(2.85644499999999 41.902277)
287;361;220;f;Substation;ES;f;POINT(3.098145 42.000325)
288;362;220;f;Substation;ES;f;POINT(-0.351561999999997 39.470125)
289;363;220;f;Substation;ES;f;POINT(0.867919999999991 41.409776)
290;365;220;f;Substation;ES;f;POINT(-0.90087900000001 41.442726)
291;366;220;f;Substation;ES;f;POINT(-1.010742 41.343825)
292;368;220;f;Substation;ES;f;POINT(-1.010742 37.596824)
293;368;380;f;Substation;ES;f;POINT(-1.010742 37.596824)
294;369;220;f;Substation;ES;f;POINT(-0.450439000000003 38.376115)
295;370;380;f;Substation;ES;f;POINT(-0.329590000000012 40.555548)
296;371;220;f;Substation;ES;f;POINT(-0.714111000000002 40.722283)
6734;7575;220;f;joint;#WERT!;;POINT(24.3352248428742 41.7630905719123)
297;371;380;f;Substation;ES;f;POINT(-0.714111000000002 40.722283)
298;372;220;f;Substation;ES;f;POINT(-1.04370099999999 41.186922)
299;372;380;f;Substation;ES;f;POINT(-1.04370099999999 41.186922)
300;373;220;f;Substation;ES;f;POINT(-0.78002899999999 41.385052)
301;374;380;f;Substation;ES;f;POINT(-0.0439449999999986 41.664705)
302;377;132;f;Substation;ES;f;POINT(1.31835899999999 38.976492)
303;378;132;f;Substation;ES;f;POINT(3.88916 40.027614)
304;379;220;f;Substation;ES;f;POINT(-0.988770000000011 41.450961)
305;380;220;f;Substation;ES;f;POINT(-0.758057000000005 41.50035)
306;381;220;f;Substation;ES;f;POINT(0.329590000000012 41.869561)
307;382;380;f;Substation, under construction;ES;t;POINT(2.85644499999999 41.771312)
308;383;220;f;Substation;ES;f;POINT(1.17553699999999 41.087632)
309;385;220;f;Substation;ES;f;POINT(0.966796999999997 41.170384)
310;387;380;f;Substation;ES;f;POINT(-0.955810999999992 41.104191)
311;388;220;f;Substation;ES;f;POINT(0.0219729999999886 40.296287)
312;392;380;f;Substation;ES;f;POINT(-1.04370099999999 39.010648)
313;394;220;f;Substation;ES;f;POINT(-0.0329589999999936 38.719805)
314;395;220;f;Substation;ES;f;POINT(-0.812988000000009 38.530979)
315;396;220;f;Substation;ES;f;POINT(-0.736083999999991 38.307181)
316;397;220;f;Substation;ES;f;POINT(-1.19751 37.918201)
317;397;380;f;Substation;ES;f;POINT(-1.19751 37.918201)
318;399;132;f;Substation;ES;f;POINT(2.53784200000001 39.53794)
319;399;220;f;Substation;ES;f;POINT(2.53784200000001 39.53794)
320;400;220;f;Substation;ES;f;POINT(-0.834960999999997 41.95949)
321;401;220;f;Substation;ES;f;POINT(-0.659179999999999 41.943149)
322;402;220;f;Substation;ES;f;POINT(0.51635699999999 41.492121)
323;403;220;f;Substation;ES;f;POINT(0.791015999999999 41.409776)
324;403;380;f;Substation;ES;f;POINT(0.791015999999999 41.409776)
325;404;220;f;Substation, under construction;ES;t;POINT(-0.318604000000007 39.58029)
326;405;380;f;Substation;ES;f;POINT(-0.38452099999999 39.740986)
327;406;220;f;Substation;ES;f;POINT(-0.219727000000001 39.867588)
328;407;220;f;Substation;ES;f;POINT(-0.681152000000009 38.00482)
329;408;220;f;Substation;ES;f;POINT(-0.725098000000012 38.401949)
330;409;380;f;Substation, under construction;ES;t;POINT(-0.51635699999999 41.137296)
331;412;220;f;Substation;ES;f;POINT(0.285644999999988 41.607228)
332;413;220;f;Substation;ES;f;POINT(0.670166000000004 41.508577)
333;415;220;f;Substation;ES;f;POINT(-0.802002000000004 39.993956)
334;416;220;f;Substation;ES;f;POINT(-0.51635699999999 40.027614)
335;417;380;f;Substation;ES;f;POINT(0.703124999999998 40.78886)
336;418;380;f;Substation;ES;f;POINT(-0.197754000000012 41.062786)
337;419;380;f;Substation;ES;f;POINT(-1.010742 38.608286)
338;420;380;f;Substation, under construction;ES;t;POINT(-1.26342799999999 38.848264)
339;421;220;f;Substation;ES;f;POINT(-0.263672 39.104489)
340;422;220;f;Substation;ES;f;POINT(-0.153808999999988 38.950865)
341;423;220;f;Substation;ES;f;POINT(-0.758057000000005 37.952861)
342;426;220;f;Substation;ES;f;POINT(-0.63720700000001 39.504041)
343;427;220;f;Substation;ES;f;POINT(-0.472411999999992 39.597223)
344;428;220;f;Substation;ES;f;POINT(-0.131836 39.816975)
345;429;220;f;Substation;ES;f;POINT(2.76855499999999 39.529467)
346;437;380;f;Brown coal/Lignite;TR;f;POINT(27.443848 39.113014)
347;440;380;f;Brown coal/Lignite;TR;f;POINT(27.861328 37.212832)
348;441;380;f;Brown coal/Lignite;TR;f;POINT(28.179932 37.274053)
349;442;380;f;Substation;TR;f;POINT(27.553711 38.255436)
350;443;380;f;Substation;TR;f;POINT(28.78418 40.229218)
351;444;380;f;Substation;TR;f;POINT(30.992432 40.996484)
352;445;380;f;Substation;TR;f;POINT(27.817383 39.622615)
353;446;380;f;Substation;TR;f;POINT(27.312012 40.371659)
354;447;380;f;Substation;TR;f;POINT(27.070312 38.728376)
355;448;380;f;Substation;TR;f;POINT(26.982422 38.281313)
356;449;380;f;Substation;TR;f;POINT(29.245605 37.744657)
357;450;380;f;Substation;TR;f;POINT(31.530762 37.483577)
358;451;380;f;Brown coal/Lignite;TR;f;POINT(30.311279 38.925229)
359;452;380;f;Fossil gas;TR;f;POINT(27.872314 41.021355)
360;454;380;f;Substation;TR;f;POINT(26.894531 41.574361)
361;455;380;f;Substation;TR;f;POINT(29.212646 41.054502)
362;456;380;f;Substation;TR;f;POINT(29.256592 41.14557)
363;457;380;f;Substation;TR;f;POINT(29.443359 40.921814)
364;458;380;f;Hard coal;TR;f;POINT(31.519775 41.261291)
365;459;380;f;Fossil gas;TR;f;POINT(29.124756 40.245992)
366;460;380;f;Hydro pure storage;TR;f;POINT(31.212158 36.985003)
367;461;380;f;Substation;TR;f;POINT(30.629883 36.993778)
368;462;380;f;Substation;TR;f;POINT(32.453613 38.134557)
369;463;380;f;Substation;TR;f;POINT(31.970215 39.656456)
370;464;380;f;Substation;TR;f;POINT(31.981201 39.334297)
371;465;380;f;Substation;TR;f;POINT(30.498047 38.427774)
372;466;380;f;Substation;TR;f;POINT(33.815918 40.430224)
373;467;380;f;Substation;TR;f;POINT(36.068115 40.530502)
374;468;380;f;Hydro pure storage;TR;f;POINT(35.804443 41.418015)
375;471;380;f;Hard coal;TR;f;POINT(35.69458 36.800488)
376;472;380;f;Substation;TR;f;POINT(36.101074 37.134045)
377;473;380;f;Substation;TR;f;POINT(36.375732 37.614231)
6735;7576;220;f;joint;#WERT!;;POINT(20.1150634449749 42.0333717010962)
6736;7577;220;f;joint;#WERT!;;POINT(-1.41088490928024 41.7271179884536)
378;474;380;f;Substation;TR;f;POINT(37.144775 37.186579)
379;475;380;f;Hydro pure storage;TR;f;POINT(38.419189 37.692514)
380;476;380;f;Substation;TR;f;POINT(35.375977 37.230328)
381;479;380;f;Hydro pure storage;TR;f;POINT(39.429932 38.556757)
382;480;380;f;Hydro run of river & pondage;TR;f;POINT(39.902344 39.223743)
383;482;380;f;Substation;TR;f;POINT(40.45166 37.169072)
384;483;380;f;Substation;TR;f;POINT(40.03418 38.298559)
385;484;380;f;Brown coal/Lignite;TR;f;POINT(37.803955 39.427707)
386;485;380;f;Substation;TR;f;POINT(40.814209 39.690281)
387;486;380;f;Substation;TR;f;POINT(43.121338 40.78886)
388;487;380;f;Hydro pure storage;TR;f;POINT(41.934814 41.228249)
389;488;380;f;Substation;TR;f;POINT(39.342041 41.021355)
390;489;380;f;Substation;TR;f;POINT(37.023926 41.037931)
391;490;380;f;Hydro pure storage;TR;f;POINT(37.023926 40.880295)
392;491;380;f;Substation;TR;f;POINT(42.626953 40.086477)
393;492;380;f;Wind farm;TR;f;POINT(26.51001 38.548165)
394;494;380;f;Substation;TR;f;POINT(34.112549 38.61687)
395;495;380;f;Brown coal/Lignite;TR;f;POINT(36.947021 38.642618)
396;496;380;f;Substation;TR;f;POINT(37.078857 39.876019)
397;497;380;f;Substation;TR;f;POINT(42.099609 37.457418)
398;498;380;f;Substation;TR;f;POINT(28.751221 41.178654)
399;499;380;f;Substation;TR;f;POINT(28.751221 41.079351)
