103,POINT (11.08506638714006 48.81887093427027)
104,POINT (11.08506638714006 48.81887093427027)
105,POINT (10.7995347266936 49.44046860605898)
106,POINT (10.74979312475049 49.92639174767329)
107,POINT (10.94878805425699 49.9889673864059)
108,POINT (10.89363285410572 50.88739480229653)
109,POINT (11.03714102993726 51.7491418954202)
110,POINT (10.91302846326834 53.54987979124594)
111,POINT (10.98906943797253 47.75518830256546)
112,POINT (11.22040480717269 47.73724215050412)
113,POINT (11.14884016121862 48.09701018572733)
114,POINT (11.27129911022447 48.3341207947794)
115,POINT (11.26217498002984 48.29159016185911)
116,POINT (11.08506638714006 48.81887093427027)
117,POINT (11.05873040331049 49.76971096220679)
118,POINT (11.44789579384621 49.88626242155188)
119,POINT (11.19312770338755 50.35391573420133)
120,POINT (11.53226844820955 50.30928233035321)
121,POINT (11.33893713652594 50.96538986972561)
122,POINT (11.30639994556211 51.43726153178829)
123,POINT (11.01595049904863 52.30572564408707)
124,POINT (11.47164159252759 53.58454945126465)
125,POINT (11.47849115633219 47.81577192248808)
126,POINT (11.45000778157396 48.40348671337617)
127,POINT (11.44789579384621 49.88626242155188)
128,POINT (11.50279233979651 50.01787995953567)
129,POINT (11.73098633987072 50.85915313334287)
130,POINT (11.52323316695745 52.23220529816842)
131,POINT (11.62696381043767 53.68535492167697)
132,POINT (11.90262454966031 48.24519291183407)
133,POINT (11.98954798147828 48.17227789228988)
134,POINT (11.92438349029979 48.03366689626871)
135,POINT (11.92313652494361 48.34447463840113)
136,POINT (11.78106694748366 48.82366454717624)
137,POINT (11.72852304307537 48.7702108654116)
138,POINT (11.89197602408718 49.86890696163117)
139,POINT (12.06421417783427 49.98298681457756)
140,POINT (11.94403279758717 50.28194095946301)
141,POINT (11.89899811396766 50.700362992675)
142,POINT (12.18505578597885 51.83819311348653)
143,POINT (12.13110152560875 47.83735411516287)
144,POINT (12.13222018542078 47.98561511445002)
145,POINT (12.04650735005665 48.25871387792082)
146,POINT (12.29689394580722 48.32965527536043)
147,POINT (11.94437734309467 48.61195038707179)
148,POINT (12.269248542586 49.01409809454308)
149,POINT (12.0897470933143 48.98013298591219)
150,POINT (12.2458009672329 49.09061367217615)
151,POINT (12.41784648339267 49.45874048116469)
152,POINT (12.41784648339267 49.45874048116469)
153,POINT (12.43638609604633 49.46687956516814)
154,POINT (12.23093530416058 50.00908301882792)
155,POINT (12.23093530416058 50.00908301882792)
156,POINT (12.39598316770649 50.50847266844215)
157,POINT (12.44499184673554 52.10981061816167)
158,POINT (12.37505089976415 47.9969317561975)
159,POINT (12.42593330413571 47.87358419240033)
160,POINT (12.57172615079259 48.05981741525083)
161,POINT (12.66842210546568 48.92605763335332)
162,POINT (12.56973459605238 48.81100759884431)
163,POINT (12.67512137382769 49.22969218088099)
164,POINT (12.23093530416058 50.00908301882792)
165,POINT (12.33820360359343 48.62406240359447)
166,POINT (12.4803551636293 48.65352189233823)
167,POINT (12.85162509307673 48.28549665417981)
168,POINT (12.93610071271764 48.43198658900317)
169,POINT (12.92640824503958 50.66362823302089)
170,POINT (12.94394154093567 52.55967300192935)
171,POINT (13.13134284189148 48.9768086671521)
172,POINT (13.17518946625961 51.78053965027802)
173,POINT (13.39981331690777 52.64141720927686)
174,POINT (13.28919558832774 52.68597213460628)
175,POINT (13.50739093188476 52.50490711553581)
176,POINT (13.66898293597836 51.0477855187369)
177,POINT (14.13832093271561 51.47169894117858)
178,POINT (13.56382383513245 51.51356996725174)
179,POINT (13.75991562508875 52.8309593108832)
180,POINT (14.03253535586662 52.78248349087866)
181,POINT (12.32491950831425 51.30216893674463)
182,POINT (13.72298307267794 52.56223864181884)
183,POINT (13.64971578953335 52.51236135475882)
184,POINT (14.08450109128802 51.78572955327917)
185,POINT (9.374393842247793 52.41535619946049)
186,POINT (8.702867153902965 51.81350438141684)
187,POINT (9.30599435684668 50.2746109528842)
188,POINT (13.52817284691372 52.51991093630083)
189,POINT (9.196856449179801 50.12395894984174)
190,POINT (11.59900325638686 49.93922795102207)
191,POINT (10.93658057453866 51.06531358777263)
192,POINT (8.695591210902766 51.51841625620485)
193,POINT (10.23303235591526 50.4582045062811)
194,POINT (8.609106375337811 50.49462689080319)
195,POINT (10.06184357376357 52.59437138285781)
196,POINT (13.28267957865344 53.57504945553628)
197,POINT (11.32412058395595 48.10805394601901)
198,POINT (10.03400721223392 51.7965844866028)
199,POINT (9.605941153006153 52.28889913355496)
200,POINT (9.075601378331161 50.59811917383292)
201,POINT (12.97157217907322 52.23665958999238)
202,POINT (12.40163435418646 52.94282520722422)
203,POINT (14.33084959415824 51.3106690322404)
204,POINT (10.13197040521709 51.60579846310682)
205,POINT (10.17409005578965 49.20044320648677)
206,POINT (13.85047120975285 51.47936175737537)
207,POINT (12.37331590026407 51.5226194721085)
208,POINT (7.899881698450789 49.82578279866173)
209,POINT (12.39438114275544 48.14088552733884)
210,POINT (8.650735561294413 50.46487188237236)
211,POINT (10.30597394663699 49.12303942924601)
212,POINT (9.416419042551308 48.69120179268664)
213,POINT (9.527846273253973 53.99028278782938)
214,POINT (8.481316621047448 49.48018025708529)
215,POINT (11.49699674771685 53.32629066564306)
216,POINT (8.882073922611356 53.01306160709734)
217,POINT (7.759978653900764 51.60416675209137)
218,POINT (8.799207444865052 51.05764441752108)
219,POINT (8.754091354672864 50.62299192217569)
220,POINT (8.037345681608212 50.8941532831478)
221,POINT (6.863247808579104 51.40349748666314)
222,POINT (9.201199590381036 50.02409982051411)
223,POINT (7.390348904268714 51.54310888548786)
224,POINT (10.82434603714429 49.91212415645043)
225,POINT (8.293133592934474 47.7517656646017)
226,POINT (8.802237118599017 50.19281265688817)
227,POINT (11.56023607673595 52.1288274950966)
228,POINT (10.55052133948368 50.01667418826759)
229,POINT (13.53456328087896 48.83551452582306)
230,POINT (9.76919960634414 51.81219651081756)
231,POINT (6.783330684048554 51.12591451058852)
232,POINT (10.67736208673882 47.5730607983953)
233,POINT (10.32795758180156 49.93660743771517)
234,POINT (8.775203945009078 52.90734510758093)
235,POINT (8.029681641096671 49.97025946494629)
236,POINT (10.1544686154024 54.43655125408005)
237,POINT (8.901629100130021 52.03177512255125)
238,POINT (11.69470025454393 48.06589961660469)
239,POINT (8.841973944565325 50.33924202585917)
240,POINT (13.17518946625961 51.78053965027802)
241,POINT (10.72466159433345 49.97082291868462)
242,POINT (11.23226368673108 48.33005185633913)
243,POINT (12.04812471548919 48.82182216235022)
244,POINT (10.04343969116456 49.8704440363263)
245,POINT (8.239560331568047 50.04468289348125)
246,POINT (14.37162340380011 52.07875137213363)
247,POINT (8.04660154821913 53.59544088923185)
248,POINT (8.286965490955323 54.75783980446117)
249,POINT (9.913508552632647 52.68040166695079)
250,POINT (13.48551629669474 51.26524957085169)
251,POINT (7.219739656637778 53.41353900686572)
252,POINT (6.633730528211485 50.96007119355038)
253,POINT (7.03547069264032 51.53904659510956)
254,POINT (8.798422718602115 50.55643113217307)
255,POINT (9.291011373890466 51.62756629719235)
256,POINT (12.35874066985859 48.4795179685886)
257,POINT (8.367909104461573 49.4544255689454)
258,POINT (8.472712166966897 50.36864729853913)
259,POINT (11.30204017347777 51.99196859415149)
260,POINT (8.355036425302536 49.52432495002042)
261,POINT (10.48672192074677 51.47837091739217)
262,POINT (12.79120942128815 53.82250547710844)
263,POINT (9.828511515837768 51.65121189722668)
264,POINT (9.212833149497927 50.16944448283301)
265,POINT (10.11180934299794 53.71848653505787)
266,POINT (9.18072287897661 52.98098205605027)
267,POINT (8.658313397918079 50.61965631467235)
268,POINT (9.956757427310432 54.56799705333606)
269,POINT (10.74979312475049 49.92639174767329)
270,POINT (12.13894056044063 49.54084248659095)
271,POINT (11.18336699610756 47.96848382656599)
272,POINT (6.484031924766517 51.16123493439726)
273,POINT (11.22040480717269 47.73724215050412)
274,POINT (11.46975508013321 48.40947456778973)
275,POINT (7.604198742225954 52.09680876868551)
276,POINT (11.66380662225146 48.08272653600988)
277,POINT (10.11386167711576 50.08391923559771)
278,POINT (11.45695166191197 48.92923311264772)
279,POINT (9.920009453380981 52.12700088200246)
280,POINT (7.642759627140183 50.41116671661013)
281,POINT (7.056580780865874 53.6826530079586)
282,POINT (9.968731483921657 53.97394622851623)
283,POINT (8.999702979859375 50.31516711770492)
284,POINT (10.17487734748677 49.86249551208826)
285,POINT (9.95913859240431 49.67118801138805)
286,POINT (11.27845895252125 48.35359423920465)
287,POINT (8.986025593580033 50.23783406200601)
288,POINT (11.79918636878 48.17463538482773)
289,POINT (11.78879896394579 50.19718173716703)
290,POINT (8.04660154821913 53.59544088923185)
291,POINT (13.34028782573285 48.35149286574845)
292,POINT (6.815694442063571 51.06420132007788)
293,POINT (10.02589272650133 54.36905242232385)
294,POINT (7.609496712842869 49.19931212791275)
295,POINT (8.558720613459739 50.4187337558797)
296,POINT (10.49109964229803 50.08071323345545)
297,POINT (9.466889886684276 50.4168348090389)
298,POINT (12.00574505085629 47.99225140877774)
299,POINT (9.991902458214922 51.6067300204901)
300,POINT (9.508898281921599 49.86056051375316)
301,POINT (9.409513418232379 49.80399913631464)
302,POINT (11.33711989897323 47.93870690433445)
303,POINT (7.219739656637778 53.41353900686572)
304,POINT (8.668766405148029 51.73964152038874)
305,POINT (6.098888505386173 50.92600810003439)
306,POINT (8.45041873557137 50.37543439331602)
307,POINT (6.364129369603631 50.92200165664263)
308,POINT (8.723367144733377 53.84660163020871)
309,POINT (9.812214172783825 49.98721686488458)
310,POINT (9.965945553034764 50.14558581196443)
311,POINT (8.937183833657414 48.77084245897685)
312,POINT (10.74308800476615 53.18732701095213)
313,POINT (11.86705072369634 51.38687183684515)
314,POINT (9.56704272377455 50.50467681943085)
315,POINT (7.980693403675844 49.90794687229456)
316,POINT (8.210599794086397 53.23066972644775)
317,POINT (8.716931845155907 51.90447443508253)
318,POINT (8.904671853905787 51.97919813342615)
319,POINT (8.647398710445918 51.99266679712815)
320,POINT (6.127188032019112 50.82820053324193)
321,POINT (6.103000673600539 50.87784101293752)
322,POINT (6.574161546854718 49.69227630004013)
323,POINT (6.490391348403484 50.83900135109015)
324,POINT (6.541132746884183 51.2391790963732)
325,POINT (6.690246849970644 49.90513039763004)
326,POINT (6.895656239292133 50.0088275379676)
327,POINT (6.564928739833086 50.93263504266911)
328,POINT (6.831709256956453 51.17279245747397)
329,POINT (6.636000672765826 51.17516835252611)
330,POINT (6.750706913638131 51.1682231256842)
331,POINT (6.607539294828903 51.48544973954834)
332,POINT (6.609523220966863 51.53816870995457)
333,POINT (7.166534935199905 50.67480673446291)
334,POINT (7.050273846468186 50.63535866874224)
335,POINT (7.083842115136041 50.72963446230094)
336,POINT (7.027352611019843 50.87884543303225)
337,POINT (7.086928574207779 50.91633914518185)
338,POINT (7.146037809353719 51.48907234209994)
339,POINT (6.980920060210162 51.57367717331101)
340,POINT (6.853183035691207 52.07172740423132)
341,POINT (7.80363470884056 48.04816121889981)
342,POINT (7.27481287968553 49.80487709695286)
343,POINT (7.234982234094372 50.38794708946388)
344,POINT (7.645341460132792 50.30119325118311)
345,POINT (7.399270810219596 51.61766016641315)
346,POINT (7.382092414307386 52.29968194220023)
347,POINT (7.219739656637778 53.41353900686572)
348,POINT (7.056580780865874 53.6826530079586)
349,POINT (7.868835971953608 48.04304981445057)
350,POINT (7.90500482546274 48.06963099039442)
351,POINT (7.90500482546274 48.06963099039442)
352,POINT (7.762116983904066 51.38694205287713)
353,POINT (7.639990326322308 51.21886591828596)
354,POINT (7.678819548179965 51.20705228154618)
355,POINT (7.639240567476604 51.53273596605708)
356,POINT (7.799674739651773 51.65177080115876)
357,POINT (7.522803315638549 51.92578537732962)
358,POINT (7.751549963945934 52.49060986069579)
359,POINT (8.309234385095239 49.3652787232162)
360,POINT (7.859805465625231 51.48207125294401)
361,POINT (8.073415149272778 52.84331217248095)
362,POINT (8.675828981752574 49.38593902773458)
363,POINT (8.524932282649331 49.49029877069396)
364,POINT (8.524932282649331 49.49029877069396)
365,POINT (8.481316621047448 49.48018025708529)
366,POINT (8.671013571284673 49.44853698334908)
367,POINT (8.426637532827087 49.68640784121137)
368,POINT (8.346015521372184 49.79424441304923)
369,POINT (8.38621889218869 49.99136768223448)
370,POINT (8.602332430168957 49.92926519396791)
371,POINT (8.654662921513602 50.21727766403724)
372,POINT (8.458042736583785 52.00901091984958)
373,POINT (8.984711945687902 49.72598045917796)
374,POINT (8.814620311087593 50.29859986875709)
375,POINT (9.026950091339994 50.61673671064488)
376,POINT (8.89949127571928 50.47595048105759)
377,POINT (9.09257622619544 50.58162108706341)
378,POINT (9.046239634230925 50.56051788272097)
379,POINT (8.849449429161689 50.61824709849078)
380,POINT (8.755581832096132 50.75626564631155)
381,POINT (8.78303954456838 50.85131729275712)
382,POINT (8.862208842403939 50.81685408159288)
383,POINT (8.652775503456136 51.27918437459216)
384,POINT (8.656348378184219 51.52167074907628)
385,POINT (8.656348378184219 51.52167074907628)
386,POINT (8.75948346809653 51.62866183916145)
387,POINT (8.75948346809653 51.62866183916145)
388,POINT (8.627711345023227 51.71606697522333)
389,POINT (8.92212371376578 52.23278302901718)
390,POINT (8.732976777148421 52.05954107973574)
391,POINT (8.988887648152106 52.82347664086497)
392,POINT (8.846872603870329 52.98122764882043)
393,POINT (8.882073922611356 53.01306160709734)
394,POINT (8.70645616903715 53.1098791752106)
395,POINT (8.621084674788362 53.15647588077147)
396,POINT (8.723367144733377 53.84660163020871)
397,POINT (8.936529906830732 54.31301109740782)
398,POINT (9.363406774990056 48.68184616268892)
399,POINT (9.222002331927811 48.87249112369752)
400,POINT (9.299423440274163 48.82696571646022)
401,POINT (9.325959072964846 49.77329812563601)
402,POINT (9.269048174787446 49.89594041358016)
403,POINT (9.345787853885277 50.0703741731895)
404,POINT (9.071965356342286 50.05576428237188)
405,POINT (9.138411304889804 50.04372217999559)
406,POINT (9.261560452531986 50.04809335670759)
407,POINT (9.055498313355981 50.23194494076444)
408,POINT (9.081672386790625 50.37490001659976)
409,POINT (9.088812942933975 50.30980294958049)
410,POINT (9.046239634230925 50.56051788272097)
411,POINT (9.353607133025823 51.00352960660542)
412,POINT (9.267924192528975 50.75095216904739)
413,POINT (9.086973146520842 51.85715752941513)
414,POINT (9.124849308358502 51.9882515089826)
415,POINT (9.302618707247897 52.06626105220809)
416,POINT (9.051203851880079 52.26264216977347)
417,POINT (9.131641088335149 53.52136732213402)
418,POINT (9.525795636929356 49.80391012815157)
419,POINT (9.8026181002869 49.76065807511213)
420,POINT (9.505537254010154 50.30748672366583)
421,POINT (9.500079270060315 51.22855766711022)
422,POINT (9.594417897788489 51.35227003309859)
423,POINT (9.312813819425783 51.32408938413936)
424,POINT (9.581370008963036 52.57708164430101)
425,POINT (9.609899587367694 52.68509386032707)
426,POINT (9.696937402834397 52.86049378574969)
427,POINT (9.563239712368736 53.92802822185121)
428,POINT (9.482065605127392 54.04832931744711)
429,POINT (9.395342952950486 54.55348822371175)
430,POINT (9.878845615818376 50.14531272890859)
431,POINT (10.22481162742199 49.37042371849267)
432,POINT (10.00966516435679 49.51700058130964)
433,POINT (10.00966516435679 49.51700058130964)
434,POINT (9.862288260402378 49.65962844841025)
435,POINT (10.17320109158146 50.09635521562242)
436,POINT (9.732443618205073 50.85935770215173)
437,POINT (9.773092277187576 50.87893431540408)
438,POINT (9.743314748486192 50.90103460790748)
439,POINT (10.00310051610174 50.88009120858533)
440,POINT (9.743314748486192 50.90103460790748)
441,POINT (9.878067366167114 51.322226198885)
442,POINT (9.871706186285136 51.49324077587426)
443,POINT (9.743712748783516 51.66336220552024)
444,POINT (9.923267666902472 53.01593207738028)
445,POINT (9.78111460329268 53.34293024319183)
446,POINT (9.926953194086064 53.36074009014242)
447,POINT (10.09605332244444 54.31017654644833)
448,POINT (9.689326548277515 54.59380109755102)
449,POINT (9.950668165067498 54.53759365217718)
450,POINT (10.21436446763968 49.80520536910899)
451,POINT (10.21812287674645 49.7086974125807)
452,POINT (10.02761136639239 49.68097487732658)
453,POINT (10.26264456498877 49.70241917244484)
454,POINT (10.31406038933156 49.88605255138221)
455,POINT (10.17320109158146 50.09635521562242)
456,POINT (10.31070076976479 50.25527850829931)
457,POINT (10.17320109158146 50.09635521562242)
458,POINT (10.23146604725261 50.28295087740177)
459,POINT (10.33702635086143 50.33031038346917)
460,POINT (10.31707645399011 52.25975567700956)
461,POINT (10.24347167072647 51.53505745483132)
462,POINT (10.03400721223392 51.7965844866028)
463,POINT (10.13212810536391 51.85083840700384)
464,POINT (10.13769526662627 51.87812155347893)
465,POINT (10.18136929136433 52.02187978622293)
466,POINT (10.24424129709421 52.06643256611221)
467,POINT (10.10877726654656 53.84238692356205)
468,POINT (10.28175969714928 53.92017909352339)
469,POINT (10.04282768054809 54.17307904711352)
470,POINT (10.18216033038206 54.24168788355216)
471,POINT (10.67736208673882 47.5730607983953)
472,POINT (10.71927549688365 49.67187270475107)
473,POINT (10.17487734748677 49.86249551208826)
474,POINT (10.59159437943324 50.0104941476964)
475,POINT (10.55052133948368 50.01667418826759)
476,POINT (10.6620281878941 49.96690072022129)
477,POINT (10.44371472129646 50.28812127057797)
478,POINT (10.66144481023552 50.83287332764098)
479,POINT (10.66144481023552 50.83287332764098)
480,POINT (10.63821411562442 51.1389580737182)
481,POINT (10.61323903892587 51.58900752646854)
482,POINT (10.55361793419829 51.94943142904644)
483,POINT (10.39987828639707 51.97370177301602)
484,POINT (10.42705112403703 53.75811570763987)
485,POINT (10.70987508323545 53.99044236209728)
486,POINT (10.59213194177384 54.09918475763441)
487,POINT (10.85987186767311 47.766787637869)
488,POINT (10.81286322100232 48.07566597918888)
489,POINT (10.81286322100232 48.07566597918888)
490,POINT (10.85880620988928 48.23673672764628)
491,POINT (11.08506638714006 48.81887093427027)
492,POINT (11.08506638714006 48.81887093427027)
493,POINT (10.89299621320897 49.5686066435322)
494,POINT (10.80736721835036 49.77425026812376)
495,POINT (11.01185130764519 49.8001309567876)
496,POINT (10.91145709680107 49.79030716086846)
497,POINT (10.91145709680107 49.79030716086846)
498,POINT (11.07919796661927 49.74972942738043)
499,POINT (10.89098845614467 50.0129492951791)
500,POINT (10.72466159433345 49.97082291868462)
501,POINT (11.03069441094256 49.89941339411735)
502,POINT (11.11166750347146 50.1684309297268)
503,POINT (10.80641791144564 50.02986913746335)
504,POINT (10.94878805425699 49.9889673864059)
505,POINT (10.97144517263894 50.04938271605867)
506,POINT (10.90701369034425 50.30103118374975)
507,POINT (10.85263660480908 50.32886963786918)
508,POINT (11.0109388336075 50.58412036079166)
509,POINT (10.65517330665151 50.99324731006531)
510,POINT (10.69243800070889 50.93621581054506)
511,POINT (10.85621956420199 51.07840279081001)
512,POINT (11.04365319683467 50.9846735512802)
513,POINT (10.91707458034263 52.42531665161936)
514,POINT (10.75446526660334 53.37695090755306)
515,POINT (11.27424686311947 48.00047818191306)
516,POINT (11.26777915989932 48.26932840933522)
517,POINT (11.35798707924381 48.83575256913109)
518,POINT (11.003553217213 49.63167287734466)
519,POINT (11.003553217213 49.63167287734466)
520,POINT (11.16606548264236 49.57324059362579)
521,POINT (11.44834979423658 50.09282790591742)
522,POINT (11.50279233979651 50.01787995953567)
523,POINT (11.11562062697739 50.33013557124949)
524,POINT (11.42623487765941 50.31171697952669)
525,POINT (11.53226844820955 50.30928233035321)
526,POINT (11.41768359179265 51.17536804028283)
527,POINT (11.30204017347777 51.99196859415149)
528,POINT (10.98492866610121 52.44034496927463)
529,POINT (11.38398968521822 52.65612308616925)
530,POINT (11.39136416948123 53.62535252767859)
531,POINT (11.4084746076156 53.634302271545)
532,POINT (11.37998826798629 47.82282762879446)
533,POINT (11.42392578334266 47.89245782324174)
534,POINT (11.64524607801949 47.80615519295974)
535,POINT (11.52113716901157 47.98050219603232)
536,POINT (11.50933012280708 48.11017238498995)
537,POINT (11.33946065594171 48.11569665849299)
538,POINT (11.6692355982839 49.23069082841899)
539,POINT (11.6251131900881 49.16399943145545)
540,POINT (11.6692355982839 49.23069082841899)
541,POINT (11.6692355982839 49.23069082841899)
542,POINT (11.63300067290572 49.68978628034572)
543,POINT (11.51396643833946 49.91421666185624)
544,POINT (11.68840962868225 49.9678882790972)
545,POINT (11.45834311653802 50.10528687107699)
546,POINT (11.74832748070038 50.31645745297043)
547,POINT (11.74090721446615 50.27725068217296)
548,POINT (11.81246783094034 50.57582848310327)
549,POINT (11.7421852244102 50.73851316987498)
550,POINT (11.44411422809724 50.65872047105676)
551,POINT (11.6229790184877 51.17564869897451)
552,POINT (11.58183715527171 51.28731918395059)
553,POINT (11.84672109034913 51.52616162239147)
554,POINT (11.86720230668598 51.50033104272104)
555,POINT (11.52323316695745 52.23220529816842)
556,POINT (11.62696381043767 53.68535492167697)
557,POINT (11.50367617214357 53.60045484206774)
558,POINT (11.91341045748749 47.95209138662236)
559,POINT (11.8285169562691 48.0885051525299)
560,POINT (12.2425731947319 48.20221398835695)
561,POINT (11.67593890049999 48.22744570876475)
562,POINT (11.94269032522605 48.19957987084788)
563,POINT (11.65374084511605 48.45950626331112)
564,POINT (11.99893177398569 48.28688326275158)
565,POINT (11.84657489362543 48.32335524549907)
566,POINT (11.70755678258778 48.45881792989133)
567,POINT (11.76026192185172 48.50543048521669)
568,POINT (11.94583297595537 48.87297951691792)
569,POINT (11.81685192756139 48.8398627251471)
570,POINT (11.91923468229587 49.0414099271261)
571,POINT (11.92565765177255 49.04663080632187)
572,POINT (12.03768082038738 49.07869924282245)
573,POINT (11.85793416600062 49.45084625521444)
574,POINT (12.15962099168232 51.39125663436891)
575,POINT (12.15962099168232 51.39125663436891)
576,POINT (12.19372951098869 51.81798010825097)
577,POINT (12.20165746165576 53.80002464429403)
578,POINT (12.34924647120758 53.92488169203312)
579,POINT (12.19034391037307 47.61280849522533)
580,POINT (12.14362367792482 47.78066183482269)
581,POINT (12.18489669166178 47.92229599501541)
582,POINT (12.2057208824094 47.9999510465448)
583,POINT (12.29797828653904 48.33148436546301)
584,POINT (12.29797828653904 48.33148436546301)
585,POINT (11.97311051848265 48.42817216541674)
586,POINT (12.40307007600728 49.00643614886313)
587,POINT (12.418657688762 51.40729431506862)
588,POINT (12.27488122009222 49.72399578054728)
589,POINT (12.23123300087437 50.03417645116102)
590,POINT (12.21907154331079 50.09604512550752)
591,POINT (12.17761396341665 50.05794860594863)
592,POINT (12.16185742343844 49.80127974665655)
593,POINT (12.23093530416058 50.00908301882792)
594,POINT (12.37922423836379 51.43573696664571)
595,POINT (12.2770718291261 51.62025433511367)
596,POINT (12.64067741064255 47.99809646137353)
597,POINT (12.36770960957572 48.07023738781682)
598,POINT (12.36770960957572 48.07023738781682)
599,POINT (12.42051123513625 48.88400973146494)
600,POINT (12.41960693539638 51.19603236407588)
601,POINT (12.61656577156036 51.4599775361749)
602,POINT (13.10419475961844 54.27315363525492)
603,POINT (13.03590503697771 54.33677214069047)
604,POINT (12.56870805787732 48.08004282717267)
605,POINT (12.83876357610341 48.2812539636135)
606,POINT (12.75034259811645 48.2494984651713)
607,POINT (12.63148492638457 48.35354422662424)
608,POINT (12.80765952709926 48.76154678214755)
609,POINT (12.9045688610901 48.82209178732418)
