scn_name,Projekt,Projekt_id,Startpunkt,Endpunkt,Spannung,s_nom ,cables,NOVA,geom
decommissioning_NEP,BBPlG,42,,,220,520,,,0105000020E6100000010000000102000000B6000000E53FEE6CD91728409FFA511E27664940E53FEE6CD91728409FFA511E276649403FC516276319284032D527147D6649402F83D668DE1A284037774F79CF664940DD065A26681C2840EEE588C624674940B714EBAFB21D2840E1F9A0C26C674940D447E00F3F1F2840E4198FADC2674940F66ADB8BC3202840F49F7FCC1868494060C9FA720B22284088C50325606849408FD1F01C802328403A5563AEB168494008FC2B75DA2428406142BBF9FC684940B387AC2468262840F44AA31353694940053E9A4583272840C21D030D916949401952EA37B8292840D72A0B708B694940B5B002D7702C28405E273FF383694940AF0F4647CD2E2840C61E35817D6949408CB0975C7B312840C44BCBA37669494031009EFEFD3328402C43C13170694940992B28B110362840D68569296A694940EC1516DC0F3828409D93CD0B66694940212C19B61C3A2840E75CE5643D694940C7BBC8A9423C2840D4FB2191116949406100E143893E28407A7E07F5E368494042BEDFC3804028400B647616BD6849403BA69311BC4228406343DC4191684940A030CD19F644284074620FED636849402224665133472840E441C41737684940201219B1AA4928406AB1CA3B3D684940E46FD63B374C28403E2075E0416849405CC933D4CD4E28401EF521B94668494035D021156B51284098EAB8D04B684940DDFE4B080C54284030DF556A51684940D217E71489562840C2BA963556684940C7F7C5A52A592840D818CFFB5A684940D0DE7426C85B28403B9E85F35F684940883254C5545E284014121F8E64684940892AFC19DE602840367A3540696849401AF5B5D37B6328403FFCA13E6E68494041BB438A0166284025326255736849404DD3B1947668284087B7184D78684940A1BBC914186B28402056C9117C684940DAE2BFE5566D2840F5DE1802806849404A2C29779F6F28400B15771783684940439660CCF1712840F1F44A5986684940809F71E140742840FC96941689684940F7AC10FBA97628404DB791578C684940F68BC866FD782840ED18B2158F684940788368AD687B2840034F102B926849408C7ED9E2BF7D2840A86D686F956849405D8FC2F528802840E7EE29EF996849408FCFBFB8AF8228405D5BD3179D684940BA3C8CFFF1842840381D5C959F684940F2C528194A87284084AE3374A2684940E46C3A02B88928406A8E07B6A5684940286552431B8C2840F76A91FEA868494066E5F27A8B8E284078DBE09FAD684940305E3D38E98F284094686E2AF7684940AF3ABC314E912840EFA4CF58456949405F8A613DA4922840BDF039668F6949409407D8FD199428404C34ED07E169494054A813758B952840D5022093316A49402A90D959F4962840498787307E6A4940F2E54F656298284020555E3CCD6A4940CD8756DDD999284067FA809B206B49403707639F5B9B28405AFD6C3F746B4940CE14843CCC9C2840D18EC0C4C46B49405D6D6A45409E2840CC2C42B1156C4940720404CEAD9F2840626DE756636C4940557E63192CA22840D3DB9F8B866C4940424A479451A42840E811482EA46C4940B35CDB8074A6284038F00F00C16C4940DE9ED623C3A82840DBC0C2EEE06C4940D323FC4113AB28407892BE5AFF6C49404015DCB4BEAD28404D1CD4D9246D49408202EFE4D3AF2840862E9743416D4940AC85A3F501B228402FC8F19E5E6D49405E3123BC3DB428401A7FEC3F7C6D494051AF4AD86DB62840C95FB58D9A6D4940D71066248CB828400AD748B7CA6D4940BE63C27982BA28401028F62BF86D4940C82B6BF69BBC284039A572C9276E4940D6EE0D74A3BE2840946A44D5546E494094AE4FEF98C0284059703FE0816E494027D98FB9D7C22840621E8D9EB66E49403621AD31E8C42840C158DFC0E46E4940FD5470D3FAC6284002744EA2146F49406991ED7C3FC92840E7374C34486F4940317E1AF7E6CB2840B0ED4850576F49402B78C02B38CE2840EB1CA8F8646F49402EE6E786A6D0284054E41071736F49408B2F7F2A13D328403B9F4B82816F49401E20F35C3AD52840E13CE64D8F6F49407D28D192C7D728407455EAA39D6F49403862D28492DA28406670EF75AD6F49408D37E801E2DC28401E9320B7BA6F494004A0408E9CDF2840278E97C9CB6F49405BAA1CA4F1E12840ECC9575DE26F49405C5E1498A9E4284032BE1E02FD6F4940255525DB0AE728405572A9A5147049409667B9C72DE92840399F3A56297049400C981B672EEB2840FFB858AC3C70494004B97A04EDEC28400EE7D0D84D7049408DD1DFF027EF2840CD09359E6370494023BD4D243DF12840ACEF575C77704940D468CDEA78F3284088252F7C8E7049405FFFBFFBF4F52840FF33396BA67049409AED0A7DB0F82840D792E92BA3704940E321E75839FB28401FD55526A1704940CA39B187F6FD284003F62C639E7049408BAE66F8AA002940E61604A09B70494041F850A2250329405FF7B1DD987049407BC5AE48A7052940EFD176A796704940310F99F221082940D2206008947049402CAFA6FCB50A294075C872B79070494054CFDD09510D29402FF4D25E8E7049404C7FE5F7EC0F29401215AA9B8B7049402F5EE27E76122940A21D81898970494036CB0AEA00152940DA846A3986704940B0D7AA138617294028147D9983704940B57BA823361A2940A1C618B380704940EC3B1AE2B31C2940BA56D6917E704940C0E556ADF11E2940C63368E89F70494028FC08B2542129400DDBBBABC3704940A4D1D336B4232940A89A0FBEE6704940E1794E1F262629405A828C800A7149406A430FC699282940B95109F42E714940D75BB9CD0A2B294000CB4A93527149404A3F8633642D2940713903C875714940B757303BD52F2940646C32F4997149404BEE0B433F32294017F88A6EBD71494014E51C86A03429401DCAF55BE0714940AF0F4647CD3629409B7C0E8700724940F672E9A91F392940CB43F009237249404FCC7A31943B29400094BF7B47724940043A387DE23D2940A14495AB69724940D966BEDE583F2940EFCFA0FC387249405D774E0EFA4129408DC11E6EE27149404A5A3B9B9F4429407E9D8A0A8B714940DB22C4F06C4629406127ABD84E714940B9D5BD5F1648294090E046CA16714940EE1868887449294059DDEA39E970494005D0DECFDF4A2940DDD7DC2CB9704940D8EC9282B84C2940BB6246787B7049408F119A6E234F2940340175B977704940F9F076CE605129406C685E69747049405C87B4D7CC5329401A06E22B7070494032EC3026FD552940C913F70E6D70494072231BFE895829409B1194916970494075BD2319285B2940D24A6B1D6670494016DB49E93E5D29408116010462704940A47B31EFCC5F294006ED1F555E704940F6A0FBCD1F6229403797D17E5A70494048C3CEB98064294087E464E256704940791CAB39E56629404DC4B6A052704940CC4F60F01F69294067D075864E704940ABD5B210786B2940B6D5517A4B70494076A7E095C96D29402F88ED9348704940EEBB7DB1527029408B5B60EA427049402F83D668DE722940E72ED3403D7049406CFC789E2E752940F0E94548387049408C7B3DA9407729400FFBF32334704940524B732B8479294018B6662B2F70494096873BCDB87B29402071D9322A70494002710D22087E29407D444C8924704940D37602507B8029409D418D8C1F7049406203D8367B8229406A26CE401B7049407E67C581A1842940C597E4DB16704940CE57C9C7EE86294033607FC81170494073501D064E8929408900F1040C704940B068290FC18B294015E236BF067049409081E1010A8E294083AAD1AB01704940C8E99040289029400E2ABBAAFD6F4940F79100DAFB912940CE2E2988CB6F49406A28FFA4EB93294048A7AE7C966F4940BD9F64BCF7952940DCDD03745F6F4940788F7DDAF2972940624CFA7B296F4940881B4BB3D499294083E90F28F66E494061EA4207B89B2940203240FDC26E4940C1C12852AB9D2940F90E23298E6E49400F3D7320359F294020EEEA55646E4940909F32A3C49F2940B8D507ED306E4940909F32A3C49F2940B8D507ED306E4940
decommissioning_NEP,BBPlG,42,,,220,520,,,0105000020E610000001000000010200000004000000E53FEE6CD91728409FFA511E27664940E53FEE6CD91728409FFA511E276649402279420AF917284002767F06E56549402279420AF917284002767F06E5654940
decommissioning_NEP,BBPlG,42,,,220,520,,,0105000020E6100000010000000102000000990000003014B01D8C2820408ACF9D60FF6D4A403014B01D8C2820408ACF9D60FF6D4A40952D9276A32720402ECA6C90496E4A40B952CF8250262040BC96900F7A6E4A4033FB3C4679262040871A8524B36E4A4008E8BE9CD9262040F35A09DD256F4A4018467A51BB27204055A69883A06F4A4044A7E7DD5828204050560C5707704A407369FCC22B2920408FAED2DD75704A40795C548B882A2040CFA2772AE0704A4075965984622B2040C899266C3F714A40B7F0BC546C2C2040F9DB9E20B1714A404C378941602D2040D50AD3F71A724A407B6D3656622E204003603C8386724A40BD5301F73C2F2040EAEBF99AE5724A40003ACC97173020400DAA0D4E44734A40C4D2C08F6A30204019AE0E80B8734A40F9122A38BC30204035B56CAD2F744A404B04AA7F10312040E418C91EA1744A40FB78E8BB5B3120407FDDE9CE13754A40617138F3AB312040738577B988754A40473EAF78EA312040E7E44526E0754A403D47E4BB943220404E2844C021764A40F705F4C29D332040C7F99B5088764A406B1327F73B3420409629E620E8764A40F488D1730B352040D336FE4465774A40AB1CFFAAC8352040080D58CDCE774A408F6FEF1AF4352040EB55647440784A40D68F4DF22336204088821953B0784A404D689258523620400BB77C2425794A401F11532289362040F4E49A0299794A40091D74098736204046443179037A4A407DA30C0BA4362040693C11C4797A4A406CD102B4AD362040A794D74AE87A4A407DB5FEF1B9362040DF12CA0C657B4A4033A9A10DC0362040617138F3AB7B4A405DC136E2C9362040F7216FB9FA7B4A408BA9F413CE36204013640454387C4A40A47213B534372040473CD9CD8C7C4A40018C67D0D03720409B3DD00A0C7D4A4014B534B742382040ADC43C2B697D4A40766EDA8CD33820400C40A374E97D4A407B87DBA1613920407DEC2E50527E4A4080A0DCB6EF392040310DC347C47E4A40738236397C3A2040FEBD141E347F4A40A683F57F0E3B2040603DEE5BAD7F4A40B6DC9909863B2040FD4CBD6E11804A40E8DD5850183C20409911DE1E84804A403C139A24963C204005357C0BEB804A4071E481C8223D20406B847EA65E814A402A3DD34B8C3D204033C9C859D8814A402C1213D4F03D20403E997FF44D824A4031B77BB94F3E20403E23111AC1824A4005A4FD0FB03E204027512FF834834A40E030D120053F20406DB1DB6795834A40E8A562635E3F204052BEA08504844A40E7AA798EC83F20403CA583F57F844A40C2374D9F1D40204005013274EC844A400D8D2782383F2040338AE59656854A40EDDADE6E493E2040D21E2FA4C3854A409F40D829563D20406E179AEB34864A4001A777F17E3C2040EAEC647094864A40583CF548833B2040BBF2599E07874A402F1A321EA53A2040F9F9EFC16B874A403F20D099B4392040D71533C2DB874A4049861C5BCF382040C15AB56B42884A409A7B48F8DE372040E88A5242B0884A4041B96DDFA336204023F609A018894A40603E59315C3520402FA9DA6E82894A40F16AB93313342040810871E5EC894A405CB05417F03220400AC03FA54A8A4A407865170CAE3120406901DA56B38A4A406902452C6230204050AA7D3A1E8B4A4024473A03232F204025B4E55C8A8B4A4006651A4D2E2E2040DF6E490ED88B4A406844696FF02D2040DDEEE53E398C4A403718EAB0C22D204001C45DBD8A8C4A402733DE567A2D2040D61EF642018D4A40E982FA96392D204088A3AB74778D4A407A1A3048FA2C20407C2E5393E08D4A407E59DAA9B92C20401DB0ABC9538E4A4012C138B8742C2040F33E8EE6C88E4A40D41055F8332C2040290AF4893C8F4A40D47FD6FCF82B204003D19332A98F4A403BFF76D9AF2B204056815A0C1E904A408CD82780622C20404CC5C6BC8E904A4083FE428F182D20402F36AD1402914A4024F433F5BA2D20402EEA93DC61914A403CCC4D8A452E20401A89754FC3914A40056F48A3022F2040A61133FB3C924A407638BA4A772F204018EC866D8B924A4072E1404816302040CB6ABA9EE8924A4090BE49D3A0302040D600A5A146934A403DF4DDAD2C312040A3772AE09E934A402ACB10C7BA302040F75B3B5112944A40E31934F44F302040D7DF12807F944A4028F1B913EC2F204017A06D35EB944A400C5872158B2F2040F9BF232A54954A409B1F7F69512F20408E429259BD954A407F17B6662B2F20400B80F10C1A964A4035272F32012F2040C68B852172964A4096067E54C32E204038A6272CF1964A401F2E39EE942E2040267497C459974A4061A92EE0652E2040FD6A0E10CC974A406DE4BA29E52D20404DFA7B293C984A40541B9C887E2D2040B519A721AA984A40CAAA0837192D20401DE8A1B60D994A4083F92B64AE2C2040EF04FBAF73994A400F7D772B4B2C20403599F1B6D2994A40A1832EE1D02B2040ABEB504D499A4A400F9E094D122B2040B79E211CB39A4A40823B50A73C2A2040EA995E622C9B4A40CEA8F92AF92820404089CF9D609B4A4082902C600227204023A30392B09B4A402237C30DF8242040B1C6D974049C4A40BA162D40DB2220400DFE7E315B9C4A40C0CDE2C5C2202040B215342DB19C4A406614CB2DAD1E2040A4CA30EE069D4A409413ED2AA41C20408448861C5B9D4A40C8B7770DFA1A2040ED4ACB48BD9D4A40F88BD99255192040451669E21D9E4A40E73C635FB2192040D3A755F4879E4A40A435069D101A20405AF78F85E89E4A4038161406651A20405F9CF86A479F4A408A07944DB91A2040D19332A9A19F4A40E78F696D1A1B2040BD9179E40FA04A408BE1EA00881B2040ACE4637781A04A404D1421753B1B2040B58D3F51D9A04A409D9FE238F01A2040FF25A94C31A14A4084D6C397891A20403C16DBA4A2A14A40CC7D7214201A2040C95C19541BA24A4044DD0720B5192040F3AD0FEB8DA24A40FE2B2B4D4A1920404792205C01A34A40E5620CACE3182040B406EFAB72A34A40F4E159828C18204095F25A09DDA34A40BC40498105182040BBBA63B14DA44A400C5872158B172040C1B0FCF9B6A44A4099BED7101C1720409705137F14A54A40E605D847A7162040A420787C7BA54A40AE64C7462016204004E78C28EDA54A409B3BFA5FAE152040AA83BC1E4CA64A40D5415E0F2615204034DDEBA4BEA64A402BF9D85DA0142040CFA10C5531A74A40ACAB02B518142040C47DE4D6A4A74A40BE86E0B88C132040D672672618A84A403C69E1B20A13204043E7357689A84A401E8CD82780122040A245B6F3FDA84A4014D38558FD112040D5230D6E6BA94A40A4367172BF13204067B96C74CEA94A4041F2CEA10C152040E911A3E716AA4A40E8DF2EFB751720404C3ACAC16CAA4A402B2BF290CE19204048AAEFFCA2AA4A402B2BF290CE19204048AAEFFCA2AA4A40
decommissioning_NEP,BBPlG,42,,,220,520,,,0105000020E610000001000000010200000005000000FFBD2A26F24A2740D0D751D9764449408D22B59ABF4B2740E5709CCA58444940A14ACD1E684D2740F665C4605944494084369435454F27400BC50C439A44494084369435454F27400BC50C439A444940
decommissioning_NEP,BBPlG,42,,,220,520,,,0105000020E61000000100000001020000008C00000084369435454F27400BC50C439A44494084369435454F27400BC50C439A444940AED62E127F512740E24856348C444940109B23867853274043E2C391AC4449404B992F8A795527400A617F23CB444940528AB1A778572740B8F99001EA444940281FCC37EC582740543E5F0E16454940D64B9D91525A274057687B4F40454940D99AADBCE45B2740C7EDE1DC7045494086144DB1B45D27405717A6A5A8454940DDB17D6DA25F27408C170B43E44549407EE882FA96612740FC77D89F1F4649404460F6FC7A632740E556F77E5946494047E5CBB0F6642740C2D20A1D85464940F8A11C16B466274078B00FFCB9464940E51A553CE4682740DA9832CBF94649400C5C1E6B466A27401699CAEC3D4749400F45813E916B274098D41A947A474940E80995C9BA6D274094420F6BE0474940EF5FB422C56F27409323F83A04484940DF8B2FDAE3712740F1D8CF6229484940D4371F8DF9732740F748DE944D4849406A920EC5D3752740D98C1D9E6F4849400C23BDA8DD77274049C78B3B9448494083FC6CE4BA7927407ADC5CA1B4484940E724EF77837B27403B3C84F1D3484940B77581DC8F7D27408E49DAE8F74849400A3197546D7F27409A9C35D318494940EEA6A503A3802740C3AFA25060494940F3F79C05EB8127405BC86D45AC49494039B69E211C8327408B5CCBBFF149494024FBD63D6884274045E91C4D3F4A4940D7A71C93C585274052966B1B904A494002614C9FC2862740221F4F26C94A494095A531B5008827404B60CEC7104B494041DAFF006B89274003A72D64644B4940D5A35F11B28A2740A66DB2FCAF4B4940404E3D77278C2740921DC0C7054C4940D87A2BB7598D27406E6B0BCF4B4C4940111A660D838E2740468C8D2F904C4940D6123CCFE98F2740F272220BE24C49405CC8C8FE1E91274009ED8B3A294D49401086F01E5692274049FA0F44714D4940FDC22B499E93274088855AD3BC4D494070A3B72EEB942740CD5D4BC8074E49401DFD7964BD96274090D0E000444E49402BDCF2919498274065F0E65F814E494040AE68CE559A27406BE8B00CBB4E49404C4D277E319C27407036678EF64E49407A782A3B589E274098DAF74D064F49407CED3E6C8EA02740314ED76E164F4940F4ACFFCE51A227409BED6536234F4940DD4A0A8739A427400B5E995C314F4940D7A546E867A627401BC05B20414F494004907F0B57A82740BA2AF5D14E4F49405A6375502EAA2740C01880FC5B4F49406010470D5CAC2740594AE0206B4F4940E873493030AE2740D6F6C0D88C4F49403DB8E0B144B0274068CD8FBFB44F4940AC41F39430B22740441A1538D94F4940C98BF1063DB42740B4C414F6FE4F494050C01B77EFB5274015D852F64C5049404BD86D066EB72740040D912E915049406BA2CF4719B927403618343EDD5049400BEEAC82BDBA2740F83F1B1428514940F60F221972BC2740836275F574514940503E986FD8BD2740560042DAB5514940A514747B49BF2740EC376E8CF8514940C94C58D1D5C02740CFB8BAAD3E524940C76D8F392AC227400FC3FD367A524940F2B73D4162C327400004AC55BB5249404DDBBFB2D2C4274097163FD7085349402063EE5A42C62740751D4F7056534940DA46F24BB3C7274006FDE0D7A35349409DD43CEC2AC927404981AA76F2534940FFD4D3A299CA27400456B3733F54494035E2B8420ECC27404109D8B38C5449400F8FB39F7BCD2740AE26F49FDA5449401B344F09E3CE2740DBA2714D2655494039EFA42A12D027407F94C7896555494008D561E014D127402CC0D254AA55494099CA918433D227401D380C8BF6554940BE65F3DD52D32740AF4BE889425649405E88D51F61D42740850A0E2F88564940617F23CB93D52740A40EE14ED8564940093A5AD592D627405DBA93991C57494037E0980A96D72740A6DEAEF25F5749403BC8EBC1A4D82740937D46D8A6574940D8FDBEDAACD92740476CC19CEA574940D1B76004E8DA274003C64494405849405F95B0DB0CDC2740CE4186449058494087B8832227DD2740E3056C62DC5849402AD65F6523DE27408B04AE861F594940E3EB21D04FDF2740750F64986E5949401B7D714E91E0274050EA268CC15949402969B40BBCE12740C7BDF90D135A4940C1F34185D9E227403044F3A55C5A4940049B296332E327409120A68E9F5A4940D5A5907582E32740F86E980DD75A494090EBF021F2E327403E5C72DC295B494053D8A08A76E427403A88E7B68E5B4940D3E0B6B6F0E42740902A2F9EE65B4940903B003D68E52740A4755435415C4940CD17C5BCD8E527409764D300945C4940B3BD71AD51E62740D4BE1479ED5C4940E9F6ED7FDBE62740FDAF29464C5D49407C9E3F6D54E72740D8FDBEDAAC5D4940B5A7E49CD8E72740FB93F8DC095E4940ECE0606F62E827401BF274536F5E4940794DFEDDF1E82740598341E3D35E49405FF3AACE6AE927408CD42071345F494098FC4FFEEEE9274085DF3C8B945F4940BDE6559DD5EA27407F80FFF7F15F494074000EEBD7EB2740B1ABC9535660494052137D3ECAEC27409893ABB3B5604940C79052BFC1ED274070E93D3A1A614940EDE2EC8CA5EE2740CA7ECCBD766149400B2AAA7EA5EF27408BB26D07D96149402C4190CD9FF027401CE038DF3E624940A1BE654E97F127408A157F25A1624940A8BA91C371F22740119EBFBFF76249409A9A046F48F32740BB449A1D4E6349408871924149F42740B129A105B26349401BDD41EC4CF52740B2DE03CF1864494054A63DCA2DF62740C6D33C917164494081C355AF6CF8274066474F368A644940A4C4AEEDEDFA2740C46977FEA3644940C5F5DECE74FD2740461ACBAABE644940E153EF5F0F002840320B4856D96449405650ACAE9E022840A2F48590F364494078E970BE220528408EE5023C0E65494058D350FE490728409A1540E7246549402ADC3C1FAF092840C3E226593D654940907C6F1D2D0C28403961C2685665494059816B38760E28403320D6766E65494009DE358D9210284054605C058C654940CD15EF117B122840695ABD1EA7654940249A40118B142840673A2AEDC365494096BABFD595162840C3082B5FE165494096BABFD595162840C3082B5FE1654940
decommissioning_NEP,BBPlG,8,,,110,260,,,0105000020E610000001000000010200000014000000C639EAE8B8BA1F4025EEB1F4A1214A40C639EAE8B8BA1F4025EEB1F4A1214A40DDC47F70F4BF1F408F84C7C8A3214A4030719AF4ADC51F40ED86C844A5214A40E447A1D1C2CA1F404CFF9254A6214A4011C8258E3CD01F40DA3D7958A8214A4069E388B5F8D41F406E533C2EAA214A4058F61384E1DA1F40A39410ACAA214A40E41934F44FE01F40D62D4CF097214A4089ED934847E61F4034C2363D83214A40AE252E11B9EA1F401FB7A9CB73214A405CC75D2970EF1F40E54B039A63214A40E0C3808010F41F40BE1D3C6E53214A40EC504D49D6F91F40B1FB33283F214A40B50474BA87FF1F4012E4FB3D0C214A408EEE7B2F19022040BCCFF1D1E2204A4014F70E6DB6042040F8318BF5B2204A400F1EB7A9CB07204079115C9B7C204A4075F0A721050A2040E191C20655204A4075F0A721050A2040E191C20655204A40
decommissioning_NEP,BBPlG,8,,,110,260,,,0105000020E61000000100000001020000001500000075F0A721050A2040E191C20655204A4075F0A721050A2040E191C20655204A4046C4DED5BC0C2040DCD6BBE424204A4020F69DBA4D0F20402F2D3421F71F4A400E7DC1B865112040E6EE737CB41F4A409B9317998013204055601278711F4A4092393BBE62162040F584251E501F4A40F51263997E1920401461C3D32B1F4A40EA85F1892B1D2040978455061F1F4A40BC671316CB1F20401FCF786C151F4A40735424157C212040AA1A738D851F4A40138F7A3EB9242040B41B2213951F4A406DD73A27AC2720408F401768D21F4A402A75C938462A20404A99D4D006204A40B98B3045B92C20408FA2186A5E204A40FE5B131CA82D204019E945ED7E204A40B14F00C5C82E2040C4C59B46A4204A408B60D2CE1F312040EE855D6FF6204A40473A03232F33204099BF9D9F3D214A40E40C6A64FC342040146058FE7C214A40E40C6A64FC342040146058FE7C214A40
decommissioning_NEP,BBPlG,12,,,380,1790,,,0105000020E610000001000000010200000006000000E40C6A64FC342040146058FE7C214A40E40C6A64FC342040146058FE7C214A40FFB27BF2B03420400796C8AAAD214A406A41391B3C352040AE5CB928C4214A40DD257156443520400F322482CC214A4059723845BD3520405F945851D3214A40
decommissioning_NEP,EnLAG,11,,,220,520,,,0105000020E61000000100000001020000000E000000C639EAE8B8BA1F4025EEB1F4A1214A40C639EAE8B8BA1F4025EEB1F4A1214A40BA30D28BDAB51F4073CBFDC4B7214A40E57FF277EFB01F4053A92391C7214A4072F4424B68AC1F40BCFAC275D6214A400B9B012EC8A61F409C2ED516E8214A40A530EF71A6A11F40219EDB3AEE214A402E07D561E09C1F40EBA408BA07224A40A39E99BBF1991F40C54F2D6C17224A40CEB7F41E1D951F40955D7A4501224A40E77C676AC88E1F4038BD8BF7E3214A40298B0CBCA48B1F4057636424D6214A40CE0358E4D7871F40497DA367C4214A40CE0358E4D7871F40497DA367C4214A40
decommissioning_NEP,BBPlG,21,,,220,520,,,0105000020E610000001000000010200000004000000CE0358E4D7871F40497DA367C4214A40CE0358E4D7871F40497DA367C4214A40ADEE47403B861F40B54016FDFC214A40ADEE47403B861F40B54016FDFC214A40
decommissioning_NEP,BBPlG,21,,,220,520,,,0105000020E6100000010000000102000000690000006A3708EEFEC32340B20C7826FCC14940E852B70E69C32340BB25DEA6E4C14940BEE02E562FC2234014FA4FEDC2C14940D83F999020C22340429EB87768C14940936EF02A10C22340BA1A344F09C149409CDE6A42FFC1234023B42FEAA4C04940CE1EC3BEF8C12340CA3C4DC175C049401CFB4800EDC12340E8AD15C847C04940941A35BADEC123409CA49EAAE7BF49401A64DC1ECEC12340218D542987BF49402771B1FDBFC1234008CDAE7B2BBF4940E10F9AB8B0C12340C0E4901ED0BE494037A15A8EA1C1234014FBBAC271BE49407616629A8EC123409619805715BE4940F709FBD1CBBF2340608CED5AE7BD4940DE52735E08BE2340BA01FAD8B8BD494023C8F77B18BC23401513E51C86BD494048B53E9B0BBA2340D138793650BD49404E6CF420F3B72340E84DEA7019BD4940A783ABF2F3B5234032FA1BFEE4BC494071A076AEDEB32340AD78D965AEBC4940F6FD8AEBCEB12340767A394778BC4940510D45CBCBAF23406799EA6E43BC49403C08F0CCBAAD23401D3059260DBC4940D4DC651AA8AB2340C2B7FAFBD6BB4940B59A649A9FA92340A88A4E3BA1BB49401EC8D52368A72340134E661767BB4940A9FB00A436A52340D75647E92DBB4940920C946F11A32340A14A7265F5BA4940ADFBC74274A02340A69BC420B0BA4940EE404239769D23401C09D91E62BA494014179172419B2340211BED5D28BA4940EE6B13DD69992340A7D315C7DCB94940F20EF0A485972340E6B1666490B94940BAA063ACDB952340391092054CB94940079964E42C942340BBAAA22E08B94940F3C6EEA76B922340AA4FCD40C0B849403ED2E0B6B6902340F7949C137BB849409B17714BF58E23405DE0F25833B84940A8F809B1448D2340C295A24BEEB7494037363B527D8B234082BC68D9A4B74940BF688F17D2892340A596F78260B74940CC780030438823408455AB6521B749404784903D8C8623400DB32B88DCB64940B12DA814E0842340894E852E97B649405A74A1A82283234078352F3D50B6494037ED180DCF812340A736829E17B6494068FA360E068023404445E6DBCCB5494015731074B47E23400E9535A094B54940FF5A03006C7D2340182AFF5A5EB54940E9BF6268D07B2340C4013E8919B54940677E3507087A2340448765D8CDB44940FDA776E162782340A33726D588B44940D770917BBA76234026DEA6E441B44940351EB63EF6742340D671A197F6B349404414387E4D732340BEDD921CB0B34940071A225D227123401178BBB953B349404AB6BA9C12702340DBB6DE2527B349407D2F74DB746E2340ABE3422FEDB249403DC0EECFA06C2340FCC56CC9AAB2494003684AA1E26A2340ED93ED8D6BB24940B1A547533D69234070B378B130B249408B46883C9367234001BB3F83F2B14940A359D93EE46523405648F949B5B1494048A5D8D1386423402176A6D079B14940EA656F84A0622340A461E75C40B149406AA2CF4719612340663046240AB149407C12D89C835F23406C28B517D1B049404E637B2DE85D23400143A04495B04940DFFE5C34645C23407D09151C5EB04940DCD6169E975A234056815A0C1EB04940CC9E0436E75823400BBB287AE0AF49405A828C800A5723401BDCD6169EAF49404AD6E1E82A5523401409A69A59AF4940B171FDBB3E53234079EC67B114AF494023C154336B5123405F46B1DCD2AE49406DC83F33884F2340823AE5D18DAE4940CC10C7BAB84D23404B7B832F4CAE4940ADC3D155BA4B234034D93F4F03AE494094A7ACA6EB4923409163EB19C2AD49406C0723F60948234083A5BA8097AD494098361C96064623407D40A03369AD4940DF6DDE38294423404CAC8C463EAD494060CD0182394223402109FB7612AD4940F72004E44B402340556EA296E6AC494094145800533E2340BF4868CBB9AC49406A87BF266B3C2340B18A37328FAC4940A8E49CD8433B23402BC6F99B50AC4940C4995FCD013A2340228B34F10EAC4940EB8EC536A93823409FCA694FC9AB494013842BA050372340F37684D382AB4940D908C4EBFA3523408ECF64FF3CAB4940488D093197342340D7355A0EF4AA4940E7C93505323323408561C092ABAA4940503A9160AA31234037C5E3A25AAA494052B7B3AF3C3023406A37FA980FAA4940666B7D91D02E23402579AEEFC3A9494060048D99442D234018D2E1218CA94940AA108FC4CB2B234051A3906456A94940A53FEA65CA29234042C4BC7D0CA94940413855AD3B28234029B7ED7BD4A8494077A22424D2262340FBA765B50AA949401FD72BD1FE242340C1A5AD5B4EA949403C95C2723A2323408D6C9D6E8FA949403C95C2723A2323408D6C9D6E8FA94940
decommissioning_NEP,BBPlG,21,,,220,520,,,0105000020E610000001000000010200000004000000EDD8F4A96C012A40815A502D882148402D17E07140012A40B2A4DC7D8E214840C8A64BB505022A40B6053A49A9214840C8A64BB505022A40B6053A49A9214840
decommissioning_NEP,EnLAG,11,,,220,520,,,0105000020E610000001000000010200000006000000C8A64BB505022A40B6053A49A9214840C8A64BB505022A40B6053A49A9214840F07A1FFDE5012A40E5DB16C0EF214840C419B27048012A400A1C64ED4A224840F96FB9556B002A405AB44AFAC5224840F96FB9556B002A405AB44AFAC5224840
decommissioning_NEP,EnLAG,1,,,220,520,,,0105000020E61000000100000001020000000500000017D6B568B37E2940AFD461160A13484002D5E4CEF17E29403D612E4E21134840753BA011117F2940B70E0EF6261348407DF20B0ADE7F29405D3C17A1331348407DF20B0ADE7F29405D3C17A133134840
decommissioning_NEP,EnLAG,1,,,220,1040,,,0105000020E61000000100000001020000000600000018CF45E80C011F4030116F9D7F0C484018CF45E80C011F4030116F9D7F0C4840F7C6B546A9011F40CFCDED14610C4840E1A018B4EB011F40CD00BCAA580C4840B13FE48810021F40C35E72ED550C48402950C741E8011F407F2F0906570C4840
decommissioning_NEP,EnLAG,14,,,220,520,,,0105000020E61000000100000001020000000600000007DC4EB6DCB02540C43F11305FB0484007DC4EB6DCB02540C43F11305FB048405A8121AB5BB12540C60C9E53DAB04840B55950734DB025407480608E1EB148405332EF2719AF254016F3BDD06DB148405332EF2719AF254016F3BDD06DB14840
