scn_name,Projekt,Projekt_id,Startpunkt,Endpunkt,Spannung,s_nom ,cables,NOVA,geom
decommissioning_NEP,EnLAG,1,,,220,520,,,0105000020E6100000010000000102000000360000008D2AC3B81B942A4061F3BBFAC2594A408D2AC3B81B942A4061F3BBFAC2594A404662821ABE952A40938E72309B594A400CDB0539DE972A407649E6A26B594A406839758AFA992A40F05F0FDC37594A40C4B1D3B4309C2A40220CF26904594A4031D461855B9E2A406910D54AD7584A40F9C66BB98EA02A4080ED050BCC584A40BFD474E217A32A4043ACFE08C3584A40025A041088A52A401EEF44FFBA584A40A28735F0FEA72A408F45894CAF584A406E2A9CEE86AA2A4033271E06A9584A4022D225D2ECAC2A408BEDA4749F584A400F8E48CACCAF2A4002B969D894584A400CAAB294D1B12A40D10B772E8C584A40DB2B3DE477B42A40B8BAF7CB82584A40C67D9A498AB62A4006C7C09547584A4064134F2CA6B82A407C606CC60E584A40DB8F6F4AD4BA2A4094C90457D4574A404F136C1272BC2A406B381BE1A3574A4004BEECE8C9BE2A40D473C1CF6E574A40DD91FB6717C12A4017821C9430574A4031E76388ADC22A4085AB4DAD08574A40FC32BD699FC32A407F52EDD3F1564A40957ABBCA7FC52A40992C9386BF564A405E5B898A82C62A40DADA0C816D564A407FBA26497CC72A40F6108DEE20564A409DB92CCB7CC82A40B46A2112CF554A40BF38A74874C92A4058E0D00083554A40836E2F698CCA2A406E0E21F829554A40D095AD9A8CCB2A403CDBA337DC544A40B34FB637AECD2A403BAE4676A5544A40E9071AD8CFCF2A4078723C5574544A40756E241AEED12A4029F686B13B544A40FEF9111A1CD42A405C04C6FA06544A408DC0B39833D62A4023E6481DD3534A4017DC0F7860D82A409F6406859C534A40F515A4198BDA2A406075E44867534A409A6379573DDC2A40B2AB7FC63B534A4079BDEAB765DE2A406828493206534A4059A7CAF78CE02A40E3BA7372D0524A4039013C58B5E22A40F220E28B9B524A4080958D1887E42A402AE3DF675C524A4074524E6A1EE62A40E76AD03C25524A408FC70C54C6E72A40B33C597BE9514A40C8E2EDF77AE92A403BF93E66B1514A40C864CCB804EB2A40E6E72BED79514A40C70B8E379EEC2A40D854CCF742514A40AA5CF28986EE2A403613C25900514A40F7042E347CF02A4048F07508D2504A40E55F707264F22A40CF67E503A7504A40C180142B59F42A40C964277277504A40076BF706BAF52A401C1252126D504A40076BF706BAF52A401C1252126D504A40
decommissioning_NEP,EnLAG,1,,,220,520,,,0105000020E610000001000000010200000008000000DF14FB7035872A4039883144A9594A40DF14FB7035872A4039883144A9594A4020FF16AE58892A40100FBCB5A7594A40783DE2A1398C2A407C9DD497A5594A402A3E3E213B8F2A4069AD68739C594A4006114EB0A4912A40F00BF9B193594A408D2AC3B81B942A4061F3BBFAC2594A408D2AC3B81B942A4061F3BBFAC2594A40
decommissioning_NEP,EnLAG,1,,,220,520,,,0105000020E61000000100000001020000000400000054D1B3B4AEF82340A26C25CF50E24A4054D1B3B4AEF82340A26C25CF50E24A40044AF9FF27F9234059D878550CE24A40F7CBC97921FA2340B9ED066315E24A40
decommissioning_NEP,EnLAG,1,,,220,520,,,0105000020E6100000010000000102000000AA0000007E025765387423408D1F37484D254B409639A7A32D74234068F5C42929254B4002E77BFC94752340C5CDA96400254B405FD9603CDE772340526C6006BE244B404F1CE5057D7A2340BA6702EA72244B40363C6299237C2340DE9B3AEA43244B4045B86EEFBF7E234083797E07F5234B40C61451B8C37F234055F6025889234B40654227DFC780234011E1044B1A234B40566E5809CC812340C1DBCD9DAA224B405410F230A3822340FF5F75E448224B40989C24A7C0832340518C8752D6214B40655012B7AF84234098FFEB376E214B40C7568627AA85234014DCFE4B08214B4051B351E79B8623406AB3A0E69A204B4057FB2AAF4B872340EED522FD51204B40CB106C014688234025A24E2FE71F4B409559CEEF4589234062A7B3EE7A1F4B405E3A9CAF488A23409B7F4F070D1F4B407C8159A1488B23406773E6689F1E4B401601A9A8558B23404FC7AD93441E4B400EBCFF345A8B23402DC198E3CB1D4B408D3A843B618B2340C2583A7A571D4B40CAA99D616A8B234016AB611AE11C4B4048C08D39748B2340F20EF0A4851C4B409D8B1AA77C8B2340470E6CF0191C4B409ABBF149828B2340AA9F3715A91B4B402FC6C03A8E8B234000AB23473A1B4B4003AB3473928B23402B81DE65D01A4B4017CFEA2E9A8B2340BF77E5C4681A4B40BF98D29FA28B2340A08F32E2021A4B406762BA10AB8B2340FD416ED0A8194B407B8670CCB28B2340DB77A0A932194B408ADC1D63388C2340F3B798FAD4184B407C00416FE08C23409F8BD01962184B401859D70D808D23405AD2F654F3174B402071D9322A8E2340EFC5BC337F174B40D255BABBCE8E23404781F4030D174B40EF94698F728F2340DBCAA6B79A164B408BEA083B20902340F9799D1E25164B40AB944330B3902340B5780CEAB6154B401ACF56146591234036F570B845154B404F05DCF3FC912340EA1093CBDA144B40B9FC2C3B6992234010176F1A91144B4014138A631393234006AF4CAE18144B401734886AA59323407D6D4782BA134B4069F86063A8942340BC0B941458134B40432DBC81B895234031B5A50EF2124B40D84CBED9E6962340F3A496F782124B40F225F9B60598234001265FBF16124B409C6CA8BD2D992340B79BE09BA6114B4050954AD3FB9923406EB0CB4B59114B4010F4AB94F99A2340396D2123FB104B40A413AEEC279C2340CC12F81E89104B40D57B2AA73D9D23402681BC0D20104B407B9400EB279E23403FBCF8ECCA0F4B40CC4AEE0B439F2340F414DE8A690F4B40A14E797423A0234024B149230B0F4B409C8D959867A12340458FCEAF9C0E4B40C2E73D84A7A22340BDEE63BB310E4B40559CB4BAE6A323401172DEFFC70D4B40FB0F447122A52340D8FE29B05B0D4B406311C30E63A623406E495865F00C4B40F5609C0997A7234020FDE549880C4B40C75455C3D9A8234046C6B4801A0C4B40F11472A59EA92340CE1DFD2FD70B4B4025500EB0A0AA23407D7A6CCB800B4B406D729DEBA0AB2340DE1FEF552B0B4B406EC493DDCCAC2340DDC6B0D4C40A4B4040B84C970FAE234064CC0292550A4B40C1B3983336AF2340E9A04B38F4094B40F961CE7D83B02340CA1D369199094B40A57DBD0C10B2234084CEB5792D094B4075B33F506EB32340D2B1DE03CF084B403AE6E1A9ECB423408AF4914A67084B400D1B65FD66B623401ED1F35D00084B4029644227DFB723409A23D0059A074B40ACCF30105FB92340D5A0C3D732074B40C548E5DCDCBA2340FEFA7CEFCA064B407A05FDE0D7BB2340745D9D0887064B401465CAE259BD234062156F641E064B40269CCC2ECEBE2340A7D887ABB9054B40FED2478556C02340BA3E62AA4F054B4083380F2730C123405B01CF0715054B40EF14BC32B9C223405AA89086AE044B40986082644BC42340AC39403047044B4084BBB376DBC5234081D1E5CDE1034B40AE88F5A166C72340A95379967B034B40B06A5A7391C823401F7F0E982C034B405FF1D4230DCA2340048AA251CB024B40B7A9CB738ECB23408AC67F2667024B40CEB7F41E1DCD2340BE0A3A6B01024B40A7F1666897CE2340A40799BF9D014B405E16139B8FCF2340A788C21D5E014B40DCAEE13323D12340488FDFDBF4004B40481EE3E544D223401B55E12AAA004B40A4A60293C0D323403BC6151747004B4017C15A1025D52340D801C6E9DAFF4A406A368FC360D62340C3FDDBC078FF4A405CCF6B47CCD72340C0057EF909FF4A40C46B4DA901D923407FE60709ACFE4A40B7042A2D6DDA2340C91528733DFE4A40F01AF4A5B7DB2340A350604BD9FD4A401037F11F1CDD23402984C42C6AFD4A401E9AC3FF67DE234004AB8F2C05FD4A40AB1386B7BDDF23402E9BEF969AFC4A40E2BEC40E19E12340ACE5CE4C30FC4A406B685E6974E22340F54AFECCC5FB4A40AAB9DC60A8E32340A4D23E0C63FB4A4024777D8BF3E42340ABD216D7F8FA4A408897F10060E62340A3ADEF6888FA4A408D8D2F9056E723400FE14ED834FA4A4027E8E5666EE823405A50734DDCF94A400385D5B37BE92340F2704C6084F94A403285BD3F94EA23408B0D277A2AF94A405F1D119DAFEB234032923D42CDF84A40F069F3A4F1EC234097A8836165F84A406D921FF12BEE23408ABB3088FEF74A405142FA3779EF23405B046B4194F74A409E7C7A6CCBF02340205734E72AF74A40BE26B5615EF123404E9EB29AAEF64A40F82F5A91E2F12340FC8C0B0742F64A40F0F6C54A71F223402626039BCEF54A40FC7C4A84FCF223401F0D4C135BF54A40DE4FD72489F32340A86CFD99E6F44A4097D7005B14F423400D7ACAC573F44A403703B749A0F4234083209B3F01F44A40853012352CF52340F485353A8CF34A40D3C5014FB5F52340A524DA441CF34A4095038761D1F62340AD5E341AAFF24A40903A9567B9F723409A5BC6F253F24A407D93A641D1F82340C972B790ECF14A40ECD2D050EDF92340880849B082F14A4059AA66310CFB2340425DA45016F14A40265E5441FBFB234084A6800FB9F04A40456458C51BFD2340BC6477DC4BF04A409B6BE22E0CFE2340C704EBEEF0EF4A40AD6AEE8DC6FE234074A0E293A9EF4A4042A08E22C6FE2340CEF1C0B634EF4A40081E8425C3FE2340939D6D24BFEE4A405032DEFBC0FE23405EAA2DD049EE4A40BB44F5D6C0FE23405356783CD2ED4A402202695ABDFE23401331804B5BED4A40A0B3BBF6BBFE234067214B30E6EC4A40E2A24918BCFE2340BB3F283971EC4A4066A1421ABAFE23400B74379902EC4A403ECD6ED2D9FE234048E6ECF88AEB4A4094821376F6FE23407896C5692DEB4A402DFF6B8A11FF234083925DC4D2EA4A403AC8900832FF23406FED8ED662EA4A40F15D94EA4CFF23404F22C2BF08EA4A403B3135536BFF2340E36B747396E94A400BF0DDE68DFF23402313F06B24E94A400C676D09AFFF2340DEA68988ACE84A40AA108FC4CBFF2340E18E818648E84A401125B5ABEBFF23407C6D910FD5E74A406A0F20E80D0024401E0714A05CE74A40B97F1B182F002440FFA556A9EAE64A401B8755174B002440043862D284E64A4063D520CCEDFE23405B01CF0715E64A40A6DD431DB1FD2340B834C86EB0E54A40BD5E5095A5FC2340BB6180E959E54A40F4FBFECD8BFB234013859675FFE44A408A9C195822FB2340BE2484FD8DE44A404FBB4ED99FFA23407E19315816E44A40148FD5F72BFA2340C6AC72FCABE34A40824F1839B0F9234025BB88A537E34A4077BE9F1A2FF92340F32A210EC8E24A4054D1B3B4AEF82340A26C25CF50E24A4054D1B3B4AEF82340A26C25CF50E24A40
decommissioning_NEP,EnLAG,1,,,220,520,,,0105000020E610000001000000010200000004000000F7CBC97921FA2340B9ED066315E24A40B1C22D1F49F92340D5D97F530EE24A4054D1B3B4AEF82340A26C25CF50E24A4054D1B3B4AEF82340A26C25CF50E24A40
decommissioning_NEP,EnLAG,1,,,220,520,,,0105000020E610000001000000010200000008000000F7CBC97921FA2340B9ED066315E24A40307EBF3D74FA2340C761D5C512E24A408399000D80FA23401DFC0E8F0EE24A406825ADF886FA23408900F1040CE24A400B4F43AF9AFA2340D49CBCC804E24A4071299DFEA2FA234041BB438A01E24A40F35597F848FB2340E59590B4C0E14A40F35597F848FB2340E59590B4C0E14A40
decommissioning_NEP,EnLAG,14,,,220,520,,,0105000020E61000000100000001020000000800000037CC2B3295F52340B461A81EC4DF4A4037CC2B3295F52340B461A81EC4DF4A4037EB426271F623408C72C4B535E04A400C1A9F6E45F723401263E30BA4E04A40AAB3FFA61CF82340BB3D528E13E14A40D0AD2182BBF92340C4BE53B769E14A40F35597F848FB2340E59590B4C0E14A40F35597F848FB2340E59590B4C0E14A40
decommissioning_NEP,BBPlG,11,,,220,520,,,0105000020E61000000100000001020000002C0000006F7143424A922340C1E5B16664DA4A406F7143424A922340C1E5B16664DA4A40AF9C18ED4C942340D03A996EC8DA4A4073497ABDA09623409DDD5A26C3DA4A40438E52AE95992340162D8A6885DA4A40647EC9213D9C234050D65EFA4DDA4A40A8F45D5B899E2340564D10751FDA4A40F558E9A4ADA02340B6FB5580EFD94A4053BE56F8E9A22340DAD36938C0D94A4067D3B6065BA5234070534D5A02DA4A4060E811A3E7A62340D7C6D8092FDA4A40497144AD1FA92340F83B6FBE6CDA4A40FC349314FDAA23401AEA0B7CA0DA4A40ED681CEA77AD2340C7B9F2FEE4DA4A40F269A917D7AF2340115A0F5F26DB4A40144A157B1EB223404420F2F164DB4A402593533BC3B423404224438EADDB4A40B2C5C958C8B7234083925DC4D2DB4A401B5B199EA8BA23405F9D6340F6DB4A404C1AA37554BD2340A4096F6AFBDB4A401E05E33B8CC02340B2B8A40F02DC4A404BBF8E4990C3234038CC86EB07DC4A40FB3779DB96C62340CA1759D70DDC4A40F27C06D49BC9234027B2C52412DC4A40ABD8F39084CC234095DFFD4C18DC4A400053AB54F5CF2340656FCE2D19DC4A40B90E1F227FD22340D07EA4880CDC4A406A3B01A83DD423404FC065040ADC4A40DCF5D21401D623408F05E0FA0BDC4A401A715C2107D82340DD6FA3B72EDC4A40F806BA51BFDA23403A80D99832DC4A401DA1551CBDDC2340B715568561DC4A40C7061C53C1DE23402F281DF68CDC4A4067046564DAE02340E0C4EB55BFDC4A402C1F381DB7E223404E0757E5E7DC4A40D3197332CCE423401926AEBE15DD4A40FC4B9C267DE72340B22D03CE52DD4A4095B0805369E923408501953B7DDD4A4098C1189128EC23403C08F0CCBADD4A40DBCF189C77EE2340FC73D190F1DD4A401BB9139106F02340BB67B85C58DE4A408DFF4CCE9AF12340ED8C4A45BEDE4A406E8F392A92F2234055D68052FEDE4A406E8F392A92F2234055D68052FEDE4A40
decommissioning_NEP,BBPlG,11,,,220,520,,,0105000020E610000001000000010200000006000000C13E952E588D2340F35597F848D94A40C13E952E588D2340F35597F848D94A40702AAD1ADF8E23406E3656629ED94A4045C1E7E2CA9023400B7778190FDA4A406F7143424A922340C1E5B16664DA4A406F7143424A922340C1E5B16664DA4A40
decommissioning_NEP,EnLAG,3,,,220,520,,,0105000020E6100000010000000102000000050000006E8F392A92F2234055D68052FEDE4A406E8F392A92F2234055D68052FEDE4A40715CC64D0DF42340ED003E2E60DF4A4037CC2B3295F52340B461A81EC4DF4A4037CC2B3295F52340B461A81EC4DF4A40
decommissioning_NEP,EnLAG,3,,,220,520,,,0105000020E610000001000000010200000021000000152411757A892340DB1B7C6132D94A40152411757A892340DB1B7C6132D94A40F84086E9D6862340B9EC6BB823D94A40F19183C8D8832340A32996B613D94A40F4B6E3970B8223403DCFE9C3C4D84A401A8057152B8023403E80A03770D84A40D82AC1E2707E23405A3222AC21D84A4070D97CB7D47C2340AEDE3C30DBD74A4034C3A112327B2340C74ACCB392D74A40110F176F1A792340C7A41A5135D74A4084FCC79D2D772340B2193B3CDFD64A403F26AD534075234008173C9688D64A40FCF21318FC7323409DE96F534DD64A409E55B0D7057123400DE0D2D62DD64A40E5C0069F416E23402800B50710D64A40458BC7A06E6B2340CCEF3499F1D54A400EFB3DB14E692340D310FA3EC1D54A40793183E794662340818758B384D54A40A82B8EB9216423407BD745764AD54A40C910B68E606123406DABFEAD09D54A4035BE8AE7C75E2340D8D07245CED44A40DA8DE32C915C2340377CC15DACD44A40D234CDE0945A23404C3B90508ED44A4086A28A2CE35823404E21A17774D44A40AAFB5B5DA9562340063818456AD44A400840DCD5AB542340C99AECFA60D44A40F8489407335323402B8DF3925AD44A40EC5223F4335123403CA17CE651D44A4062D229D9FB4E234041DF71E547D44A400E4BA885374C2340B9F8252C3BD44A40AB967494834923409B94826E2FD44A40572F75464A4923401A355F251FD44A40572F75464A4923401A355F251FD44A40
decommissioning_NEP,EnLAG,3,,,220,520,,,0105000020E61000000100000001020000000600000031293E3E217B1A404E2EC6C03AA1494031293E3E217B1A404E2EC6C03AA14940FC92E8C0CD7D1A409D983FF042A14940D4AFBECB56801A40A888789043A149405C9EBDE94C801A40AEBEBA2A50A149401CC5CB54D9801A4042A17AB55BA14940
decommissioning_NEP,EnLAG,16,,,220,520,,,0105000020E61000000100000001020000000B000000D64F49E70D691E40923534AF34AC4940D64F49E70D691E40923534AF34AC4940F73E5585066A1E4065856C6AEAAB49406045A1C0966A1E40C7AAF70AC1AB49402F2350583D6B1E405254EC1E8FAB49403C7606FCD06B1E409E9F3DF262AB494082B861CA766C1E40BDC0519731AB4940959F54FB746C1E4088F13F9E02AB49408F52AE95756C1E4029F62BF8C8AA49404B76114B6F6C1E40E3F2695F8AAA49404B76114B6F6C1E40E3F2695F8AAA4940
decommissioning_NEP,EnLAG,6,,,220,520,,,0105000020E610000001000000010200000035000000785ECF7C736C1E4052FC732C4AAA4940785ECF7C736C1E4052FC732C4AAA4940947F773C776C1E405602188513AA49406457FF8C776C1E408F88CED7D1A949405D7AEA47796C1E4074CBB3379DA94940633722CE796C1E40BA2D36525BA94940FA94AD3FD36C1E403143E38920A94940E8285140246D1E402EDC03BEECA8494050D1EC15716D1E40F4661E0AB0A849402D4BCF4FCC6D1E403895568D6FA8494081632A583E6E1E40DEEBA4BE2CA84940AB7CCF48846E1E40B9C08AF8F3A7494065A3BD0BA5701E4066039FD5B8A749402820370D9B721E40778F222180A749409A40B6D1A5741E4042D13C8045A74940E90FCD3CB9761E400D8920730AA749402838ABF4C9781E408442A962CFA649408EDAB39DA57A1E40DB8827BB99A649405883E629617C1E408992358F68A649407BBBCA7FED7D1E40FF00101C3CA64940320972AB7B7F1E4058563FDB0FA649402516E75E16811E4028FCADF8E1A54940D95EB0C0FC821E4049D345AFABA54940633F30ECD5841E401D7D27C176A54940E8429BD2B0861E403EC4509841A549406DD910D209871E400E7BEB0D08A54940D9CF622992871E40463470F6BDA449403D52335AFD871E400D3B8C497FA449406E4CF49E6F881E40760360973CA44940AE3DA2F8E7881E4070DD83C602A449401DCA501553891E40E2218C9FC6A349409C4DEC46C4891E40F1506FA186A34940A36CDB41368A1E403C0ECD8646A349407F198C11898A1E4071ADF6B017A349402D184B47EF8A1E400C23BDA8DDA249400EF6CBCC718B1E401338C8DA95A2494045A165DD3F8E1E40F038454772A249404143A44BA4911E404DA7D0D446A2494051BFB0A140941E405982D60D25A249404C8B9F6B04971E4082D8E3CF01A24940771C9A0D8D9A1E4094C90457D4A149409093782FAD9C1E401FF57C72B9A149408D1CD8E033A01E4016DD1F949CA14940B773AB3132A21E403675C35B8CA14940855BE3D81FA51E40D1D1AA9674A14940CF8EAF986CA71E4081A0377062A14940A9A624EB70AC1E4007AF0221FEA04940CF50DCF126AF1E40A631B500C8A0494005DC9843F7B11E40BDD6941A90A0494056D39A8B64B41E40CAA0246E5FA04940EC2983B410B61E402860E05E3EA049404277EEE2A2B71E406E1F4D501EA049404277EEE2A2B71E406E1F4D501EA04940
decommissioning_NEP,BBPlG,39,,,220,520,,,0105000020E6100000010000000102000000050000004277EEE2A2B71E406E1F4D501EA049404277EEE2A2B71E406E1F4D501EA0494059607E5D3CBA1E40EE6877A3EA9F4940B5A041542BBD1E40A0C4E74EB09F4940B5A041542BBD1E40A0C4E74EB09F4940
decommissioning_NEP,BBPlG,39,,,220,520,,,0105000020E6100000010000000102000000AB000000B5A041542BBD1E40A0C4E74EB09F4940B5A041542BBD1E40A0C4E74EB09F4940183D5C1723BF1E406100E143899F494098C7F54AB4BF1E4052949570329F4940C06A1B3515C01E40F3E0383AF89E49402AE4EF8398C01E40380C303DAB9E4940AEEAF6A3F2C01E4039002C3C799E4940B5B2333B41C11E402D7C7DAD4B9E4940ABD4473BC9C11E4014494FECFC9D4940B636E8A628C21E403EC1B45EC29D4940C9320E3F49C31E40BFD4CF9B8A9D4940A30ADA3FAAC41E40A70C7789459D4940B8B2446799C51E40FA34DDA1179D494091F2936A9FC61E406108EF61E59C4940192C8B78A1C71E40040E57BDB29C4940594F520548C91E40A5349BC7619C4940E989422674CA1E40E4631CC81F9C4940C4B3A95F8ECB1E4027529ACDE39B4940164ACBED03CD1E40F1259EFD929B49401AD8744EFDCD1E401E914A0C5D9B494041A19E3E02CF1E402FD516E8249B494076B4609802D01E40E5C7A9E7EE9A4940F6262B2BF2D01E4076BE4461BC9A49406425E65949D31E40DB43B1CBA69A49407F541E38C2D51E40BD32B962909A4940A39927D714D81E40FD3D67C17A9A49405F08DE358DDA1E40EB92718C649A49403303F0AA62DD1E40DADF7E654A9A494065ABCB2901E11E40683744262A9A49405D55F65D11E41E4040AC9223F8994940DF9C5B32D8E61E40FDE0D7A3CB9949400950F81164E91E4018546529A3994940380BC567FCEC1E40E26135F169994940EEE64E5546F01E40FDFF931A35994940FF9600FC53F21E40A9E6CD3C14994940DE9D1095A1F51E403BCF3351DF9849407A5FF0C407F91E4039883144A99849401E424B0D23FB1E406E58AE12879849400442469B3EFE1E400496B77E55984940781E262BD0001F40A22F18B72C984940B78DF5C3BE031F40FC90B75CFD97494083DEC0898D061F40D6517A4BDE9749404835913E52091F408D0E48C2BE97494099E2056C620C1F402E3993DB9B97494094437A408F0F1F406FD16E9978974940ED6C23F9A5111F40BD34EAC66097494005EA831BDF151F405EE62ACC31974940D2B99168B8171F40399CF9D51C974940B497C860201B1F408E4F125CF6964940B3C755760B1E1F40FE79BF76D5964940F16CEA97E3201F404A3E1B5EB5964940DB1A118C83231F4095E29986979649405BBFF451A1251F40D5287F524896494091AADCFA9F2A1F407115D56C2F96494096ED43DE722D1F405575EA2521964940A59C798379311F4041C4BC7D0C964940D908693288341F40089B9548FD954940AD24688297371F40B0CE8CD9ED954940B923F7CF2E3A1F407629649DE09549402644AFF5FB3C1F4065C16966D295494071A884CC3A401F4085590D2EC29549409BE4EC4218441F4095922FB2AE954940F05B63867C461F40E9BB5B59A2954940E9C880A2684C1F407863416150954940F9B7150CF84E1F4096253ACB2C954940AAB46A7CCB511F4075A8F0B105954940E893CB35BB541F405A64E025DD944940018C67D0D0571F40D52D967DB294494012D9AC9FA35A1F40E334E95B8B9449408460FA038A5D1F40E0BCDD37639449409A2DB4CE53601F408EFD76233D944940EDCA1DEC03671F4020E39BB7FB9349402660CF32E6691F404D3A257BDF9349405DF28986D66C1F40558DB9C6C2934940BBFF7EE7CD6F1F409A40B6D1A5934940D6FD0868C7721F40E4F8A1D2889349401636035C90751F40C8DFAC776E934940781CF5C6FF7B1F4089DE9854239349406BD212D0E97E1F404DD98E4E02934940D08250DEC7811F4075232C2AE292494085C65DCEB6841F4091D9B4ADC1924940F9BF232A54871F403B6CC779A492494041D42247DF891F408BE1EA00889249405EED725B6C8C1F406AE3E36E6B924940EC93371B86921F40F4250AE35D9249402056C9117C951F40B4A382D437924940AE516A8A5B981F40A4E716BA12924940676897CA369B1F40F275638BEE914940679C2BEF4F9E1F40F4E8A111C791494063CAD12D85A11F409E8CE0359E914940DBA3DC22D5A41F40E95B30027491494060F93DFBDBA71F4097E4805D4D9149401985138722AB1F403C6F63B32391494002028C1D43AE1F40AF415F7AFB9049409D2FF65E7CB11F40F91EE4ABD3904940C830822106B51F40632D3E05C09049401E8B12995EB71F40D03F0B53A5904940C3757BFFD5B91F409098EA138A904940B24F5B7E3BBC1F404A8A7E23709049406CEAE1708BBE1F40630E828E569049400ECB55E2F0C01F407779292B3C904940552EF94443C31F400D7B359B2290494083F68F2A2FC61F40056F48A30290494006B6943D53C91F4064BE7273E08F4940AC06BC276ACC1F40E7875B4FBE8F4940B249230B3DCF1F404A884DBF9F8F4940FC4E3860FCD11F400011D19E818F4940623832EAB5D41F40B63D3036638F4940F2738DE090D71F40CC4AEE0B438F4940346ABE4A3ED61F40E5F8FC8BFB8E494037B11B11E7D41F4097EFCFFBB58E4940262B757FABD31F4013ADCBDF738E4940080B822271D21F401D9B7862318E4940EC9ADA6333D11F4074C410EFEF8D49402D544843D7CF1F40EC7A585EA88D4940D31ADE077BCE1F40E7FB4E38608D4940D5EBBBC73ECD1F4003695ABD1E8D49409E407D70E3CB1F40B1AE658DD58C4940B5650AE764CB1F40210FD8309E8C4940D3A1783AFCCA1F409596DB076A8C49403340FDC286CA1F40DAD3C4F1328C49408644358012CA1F40BBD573D2FB8B494061AC6F6072CB1F40DBB1C7FABC8B4940329D3127C3CC1F40FBFDAC437F8B4940BADE365321CE1F403570F6BD3C8B494046BA9F5390CF1F40C2C6F5EFFA8A494079E860A2E6D01F4035A1A41BBC8A494004A7E3D649D21F40FDC79D2D7B8A4940936F5B00BFD31F406EA1D057358A49404B13A57334D51F406E776A89F08949409D195822ABD61F40C784984BAA8949407978CF81E5D81F40046674F684894940BCB1A03028DB1F40CA30934D5E89494094CE763BB1DD1F405DC64D0D34894940512047CE1DE01F4089A4CCBC0B894940F017B325ABE21F407629649DE088494020FE501F37E21F4081C1244B9C884940FB60191BBAE11F40A3F19FC95988494054B2F73D45E11F402544F982168849408378B878D3E01F40A696523CD3874940AC11B00C60E01F40841B8414978749405EF34F15F8DF1F4091F63FC05A874940BAA46ABB09DE1F409D7818A42A874940C8AFC4A810DC1F403917354EF986494071ADF6B017DA1F401DAACE0FC8864940A873452921D81F406045A1C096864940207CCD1720D61F4026F3D94B64864940F69782DA14D41F4099D0C9F73186494035EB313619D21F4001BE8003FF85494056302AA913D01F402746E059CC8549409DD3765D09CE1F40767BFFD599854940793D3D5BACCD1F40F26C455156854940CB259F6868CD1F40F39947591A854940302BB92F0CCD1F400A28791AD5844940CD029255B6CC1F409FEBFB7090844940358529255FCC1F40F0E192E34E84494092AA37B412CC1F40357227220D844940C8A7B68AB4CB1F4040941E3CC983494092BAF83658CB1F409E6CB9E985834940ADF078A40BCB1F40F50B1B0A44834940DF509DB3AACA1F40A7165B52FF824940D428C9DF62CA1F4017FEC2E1BB8249407871D17FC5C81F40FC2603F687824940C10644882BC71F4088D62F7D54824940BF558D1480C51F405C9AB6DA1E824940CBCE914BD2C31F40F42BE79CE98149409F36F4609CC11F4060347568A2814940FE86E4BF9BC11F400798F90E7E8149401368B0A9F3C01F40F5763A4668814940380D9B125AC01F406C7649415C814940DE53828BA4C01F402D5D8ABF5D814940
decommissioning_NEP,BBPlG,39,,,220,520,,,0105000020E61000000100000001020000002A000000FAF202ECA3631E408C602D8892AC4940FAF202ECA3631E408C602D8892AC49409D37A9C365601E401629DE12CAAC4940EB7D99DEB45F1E40947DA19119AD49404F7CB5A3385F1E4047EDD9CE52AD494017A1D80A9A5E1E403A2F04EF9AAD49403346DA7C125E1E40440070ECD9AD4940D9E3CF01935D1E4074EDB02E13AE49409BF5189B0C5D1E40950D107118AE494000613B736A5A1E40650BF7802FAE494050F344C659571E40459039854BAE4940805FC88F9D541E40A370E25064AE49409E96C4FE57521E402853BB1578AE49408D4061F5EC4E1E40E98A08B595AE494062AB5F44364B1E40E0C1AAD5B2AE49407D78962023481E40D4D7F335CBAE4940BD4681F403451E4015D33BCBE2AE4940040E57BDB2411E40D23F1C7FFDAE4940097BC9B5573D1E405B80118F1FAF4940BA2AF5D14E3A1E4062F0D53329AF4940431B255415371E40FEA9A74533AF494026C4019942341E40290AF4893CAF49408BCF53D3E4301E4050F003464DAF49407F8747872C2F1E40D1C9F7318BAF4940FAEF66B2242D1E40ECF42801D6AF49403E1E447C712B1E40BB23AD4214B04940C3548E249C291E403F8E8B0F58B0494019A023A8D0271E402A2CA7F397B049403FDC1F39E3251E4053B5DD04DFB0494036EF93FEB9231E409F02058310B149400A32022A1C211E4031B77BB94FB1494020D26F5F071E1E4066EE6B6E96B149405A5BC2EB441B1E406381AFE8D6B14940A367695D59181E40CE1951DA1BB249402980BD1D3C161E403E997FF44DB2494019AE0E80B8131E40AD4F39268BB24940A832D6485C111E403994EBB7C0B249402E5338279B0F1E4083700514EAB24940A167B3EA730D1E4086EB51B81EB3494002953B7D4E0B1E401AA9F7544EB34940BD4C5EAE8F081E40612BB2E77CB34940BD4C5EAE8F081E40612BB2E77CB34940
decommissioning_NEP,BBPlG,39,,,220,520,,,0105000020E610000001000000010200000005000000BD4C5EAE8F081E40612BB2E77CB34940BD4C5EAE8F081E40612BB2E77CB34940DBAC5516E0061E40A741D13C80B34940B03500C056061E40F3E3D47377B349409AE412971F061E40F85047AB67B34940
